Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
A comprehensive and updated review on the exergy analysis of ground source heat pumps,"Liu R., Salem M., Rungamornrat J., Al-Bahrani M.",2023-02-01,"Conventional systems, Exergetic, Exergy Analysis, Exergy efficiencies, Fossil fuel consumption, Greenhouses gas, Groundsource heat pump (GSHP), Heat pumps, Heating and cooling, Renewable energy source, Exergy analysis, Geothermal energy, Heat pump, Heating and cooling","Heat pumps are efficient and attainable alternatives for the conventional systems used for cooling and heating in the buildings. Renewable energy sources can be integrated with heat pumps to improve these systems in term of fossil fuel consumption and mitigation of greenhouse gases. Ground Source Heat Pumps (GSHPs), using geothermal energy as heat source, are promising technologies for supplying heating and cooling loads in a clean and sustainable way. Aside from energy analysis, exergetic dimensions of GSHPs has been considered in recent decades. Regarding the advantages of exergy analysis in providing deep insight into the energy systems, this work reviews the study on the exergy analysis of GSHPs. In this regard, this study is performed to provide a comprehensive review on the GSHPs’ exergetic dimensions. According to the findings, exergy efficiency of GSHPs depends on several elements such as the installation depth of the components, specification of the units, dead state temperature, configuration of the system and operation mode. In addition, it is found that irreversibilites of GSHPs is decreasable by utilizing some additional components such as thermoelectric. Furthermore, utilization of material with improved properties such as nanofluids can enhance the exergy efficiency of GSHPs, i.g. 89.7% in optimal concentration compared 88.3% by using base fluid as indicated in one of the studies.","geothermal energygy, energy","Renewable Energy, Sustainability and the Environment, Energy Engineering and Power Technology"
"Overexpressing Carotenoid Biosynthetic Genes in Synechocystis sp. PCC 6803 Improved Intracellular Pigments and Antioxidant Activity, Which Can Decrease the Viability and Proliferation of Lung Cancer Cells In Vitro","Natesungnoen M., Pongrakhananon V., Lindblad P., Jantaro S.",2023-06-01,"Antioxidants, beta Carotene, Carotenoids, Cell Proliferation, Humans, Lung Neoplasms, Synechocystis, Zeaxanthins, antioxidant activity, carotenoids, lung cancer cells, Synechocystis sp. PCC 6803","In the antioxidant system in cyanobacteria, non-enzymatic antioxidants, such as carotenoids, are considered good candidates for coping with oxidative stress, particularly light stress, and pharmaceutical therapeutic applications. A significant amount of carotenoid accumulation has been recently improved by genetic engineering. In this study, to achieve higher carotenoid production with higher antioxidant activity, we successfully constructed five Synechocystis sp. PCC 6803 strains overexpressing (OX) native genes related to the carotenoids biosynthetic pathway, including OX_CrtB, OX_CrtP, OX_CrtQ, OX_CrtO, and OX_CrtR. All of the engineered strains maintained a significant quantity of myxoxanthophyll, while increasing zeaxanthin and echinenone accumulation. In addition, higher components of zeaxanthin and echinenone were noted in all OX strains, ranging from 14 to 19% and from 17 to 22%, respectively. It is worth noting that the enhanced echinenone component responded to low light conditions, while the increased β-carotene component contributed to a high light stress response. According to the higher antioxidant activity of all OX strains, the carotenoid extracts presented lower IC50 in lung cancer cell lines H460 and A549, with values less than 157 and 139 µg/mL, respectively, when compared with those of WTc, particularly OX_CrtR and OX_CrtQ. A higher proportion of zeaxanthin and β-carotene in OX_CrtR and OX_CrtQ, respectively, may considerably contribute to the ability to treat lung cancer cells with antiproliferative and cytotoxic effects.","coastal engineering, biochemistryistry, chemistry, computer science","Catalysis, Molecular Biology, Spectroscopy, Computer Science Applications, Physical and Theoretical Chemistry, Organic Chemistry, Inorganic Chemistry"
Automated API Testing with Karate Framework: A Case Study of an Online Assessment Web Application,"Gidvarowart S., Suchato A., Wanvarie D., Pratanwanich N., Tuaycharoen N.",2023-01-01,"Applications programming interfaces, Automated testing, Case-studies, Development process, Interface testings, Karate framework, On-line assessment, Test case, WEB application, Web applications, Application Programming Interface, Automated Testing, Karate framework","This case study uses the Karate Framework to reduce the time and resources required for testing an application programming interface (API) for an Online Assessment Web Application, which is part of a continuous development process involving numerous complex features and test cases challenging to perform tests manually. The study aims to verify the correctness of the API's operation and facilitate regression testing during the development process to promptly detect errors. The study involved the testing of 162 test cases using the Karate Framework. Additionally, software quality assurance reports were created to confirm the quality and effectiveness of the Karate Framework in reducing manual testing time by over several hours compared with manual testing. Also, it is more effective than Robot Framework due to Karate Framework's capability of parallel threads. The findings suggest that using the Karate Framework can potentially optimize API testing processes of the case study.","fluidex; related topics, computer science","Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Computer Vision and Pattern Recognition, Software"
Microstructure refinement and strengthening mechanisms of additively manufactured Ti-Zr alloys prepared from pre-mixed feedstock,"Issariyapat A., Huang J., Teramae T., Kariya S., Bahador A., Visuttipitukul P., Umeda J., Alhazaa A., Kondoh K.",2023-07-05,"Grains refinement, Laser powder bed fusion, Laser powders, Lattice structures, Microstructure refinement, Powder bed, Refinement mechanisms, Scaffold structures, Solid solution strengthening, Titania, Grain refinement, Laser powder bed fusion, Lattice structure, Solid solution strengthening, Titanium, Zirconium","In recent decades, advances in healthcare services have extended life expectancies worldwide and accelerated the demand for orthopedic implants. Accordingly, the development of safe materials for implants has become increasingly critical for minimizing health complications in patients. Herein, additively manufacturable binary titanium-zirconium (Ti-Zr) alloys are investigated as an alternative to the conventionally used Ti-6Al-4V alloys, in which the release of toxic vanadium (V) ions has been identified as a potential health hazard. Using commercially pure (CP)-Ti and pre-mixed blends of Ti 0–10 wt% ZrH2 powders as feedstock, laser powder bed fusion (LPBF) was used to successfully prepare high-density (>98%) Ti–Zr materials with a homogeneous distribution of Zr in the Ti. The presence of Zr was found to promote grain refinement, which reduced the large α/α’ grains in several hundred microns found in the Zr-free samples to a fine acicular grain structure (3.96 µm, 10 wt% ZrH2 addition). Tensile yield strength was also significantly enhanced with increasing Zr content with a remarkable improvement of up to 154% (853.9 MPa, 10 wt% ZrH2 addition) than the Zr-free Ti material, meanwhile retaining acceptable ductility (approximately 10%). To clarify the mechanisms of strengthening, the contributions of grain refinement and solid solution hardening are quantitatively evaluated. Given the excellent performance of the bulk materials, the fabrication of lattice scaffold structures from the Ti-Zr materials was investigated to further evaluate the applicability of the material fabricating lightweight, high-strength, and low-elastic modulus geometries. Ti–Zr scaffolds with different cellular structures are mechanically tested to determine the potential of each design. With compressive performance comparable to Ti-6Al-4V scaffold structures, and no inclusion of harmful elements, this study reveals the strong potential of the use of Ti-Zr scaffolds in orthopedic applications.","fluidex; related topics, engineering, Materials Science","Biomedical Engineering, Materials Science (all), Engineering (miscellaneous), Industrial and Manufacturing Engineering"
Prediction of posttraumatic functional recovery in middle-aged and older patients through dynamic ensemble selection modeling,"Nhu N.T., Kang J.-H., Yeh T.-S., Wu C.-C., Tsai C.-Y., Piravej K., Lam C.",2023-01-01,"Aged, Algorithms, Bayes Theorem, Humans, Machine Learning, Middle Aged, Prognosis, Risk Factors, dynamic ensemble selection, machine learning, middle-aged patient, older patient, traumatic injury","Introduction: Age-specific risk factors may delay posttraumatic functional recovery; complex interactions exist between these factors. In this study, we investigated the prediction ability of machine learning models for posttraumatic (6 months) functional recovery in middle-aged and older patients on the basis of their preexisting health conditions. Methods: Data obtained from injured patients aged ≥45 years were divided into training–validation (n = 368) and test (n = 159) data sets. The input features were the sociodemographic characteristics and baseline health conditions of the patients. The output feature was functional status 6 months after injury; this was assessed using the Barthel Index (BI). On the basis of their BI scores, the patients were categorized into functionally independent (BI >60) and functionally dependent (BI ≤60) groups. The permutation feature importance method was used for feature selection. Six algorithms were validated through cross-validation with hyperparameter optimization. The algorithms exhibiting satisfactory performance were subjected to bagging to construct stacking, voting, and dynamic ensemble selection models. The best model was evaluated on the test data set. Partial dependence (PD) and individual conditional expectation (ICE) plots were created. Results: In total, nineteen of twenty-seven features were selected. Logistic regression, linear discrimination analysis, and Gaussian Naive Bayes algorithms exhibited satisfactory performances and were, therefore, used to construct ensemble models. The k-Nearest Oracle Elimination model outperformed the other models when evaluated on the training–validation data set (sensitivity: 0.732, 95% CI: 0.702–0.761; specificity: 0.813, 95% CI: 0.805–0.822); it exhibited compatible performance on the test data set (sensitivity: 0.779, 95% CI: 0.559–0.950; specificity: 0.859, 95% CI: 0.799–0.912). The PD and ICE plots showed consistent patterns with practical tendencies. Conclusion: Preexisting health conditions can predict long-term functional outcomes in injured middle-aged and older patients, thus predicting prognosis and facilitating clinical decision-making.",medical,"Public Health, Environmental and Occupational Health"
Performance Evaluations of C-Band 5G NR FR1 (Sub-6 GHz) Uplink MIMO on Urban Train,"Arunruangsirilert K., Wongprasert P., Katto J.",2023-01-01,"5g standalone, C-bands, Condition, Performances evaluation, Radio access networks, Through put, Uplink MIMO, Uplink performance, User equipments, Wireless communications, 5G Standalone, C-Band, Radio Access Network, Uplink MIMO, Wireless Communication","Due to the recent demand for huge Uplink through-put on Mobile networks driven by the rapid development of social media platforms, UHD 4K/8K video, and VR/AR contents, Uplink MIMO (UL-MIMO) has now been deployed on commercial 5G networks with reasonable availability of supported User Equipment (UE) for consumers. By utilizing up to 2 Tx antenna ports, UL-MIMO-capable UE promised to achieve up to two times the uplink throughput in ideal conditions, while providing improved uplink performance over UE with 1Tx in challenging conditions.In Japan, SoftBank, one of the carriers, introduced 5G Standalone (SA) services for the Fixed Wireless Access (FWA) application back in October 2021. Mobile services were commenced in May 2022, which provide UL-MIMO for supported UE on C-Band or Band n77 (3.7 GHz). In this paper, the uplink performance of UL-MIMO-capable UE will be compared against the conventional UL-1Tx UE on trains, which is the most popular method of transportation for the Japanese. The results show that UL-MIMO-capable UE delivers an average of 19.8% better throughput on moving trains with up to 33.5% in the more favorable signal conditions. A moderate relationship between downlink 5G NR SS-RSRP and uplink throughput also has been observed.","fluidex; related topics, engineering",Engineering (all)
A Phenotypical Male With a Uterus,"Tansupswatdikul P., Chainapapong K., Snabboon T.",2023-09-01,"Anti-Mullerian Hormone, Female, Humans, Male, Pelvis, Uterus, AMHR2 gene, Persistent Mullerian duct syndrome, PMDS",Unknown,medical,Obstetrics and Gynecology
Real-World Management of High Stool Output in Patients with Short Bowel Syndrome: An International Multicenter Survey,"Lakananurak N., Wall E., Catron H., Delgado A., Greif S., Herlitz J., Moccia L., Mercer D., Vanuytsel T., Kumpf V., Berner-Hansen M., Gramlich L.",2023-06-01,"Diet, Fat-Restricted, Humans, Intestines, Short Bowel Syndrome, Sodium, Surveys and Questionnaires, antimotility medication, antisecretory medication, dietary management, high stool output, intestinal failure, short bowel syndrome","Background: International practice guidelines for high-stool-output (HSO) management in short bowel syndrome (SBS) are available, but data on implementation are lacking. This study describes the approach used to manage HSO in SBS patients across different global regions. Methods: This is an international multicenter study evaluating medical management of HSO in SBS patients using a questionnaire survey. Thirty-three intestinal-failure centers were invited to complete the survey as one multidisciplinary team. Results: Survey response rate was 91%. Dietary recommendations varied based on anatomy and geographic region. For patients without colon-in-continuity (CiC), clinical practices were generally consistent with ESPEN guidelines, including separation of fluid from solid food (90%), a high-sodium diet (90%), and a low-simple-sugar diet (75%). For CiC patients, practices less closely followed guidelines, such as a low-fat diet (35%) or a high-sodium diet (50%). First-line antimotility and antisecretory medications were loperamide and proton-pump inhibitors. Other therapeutic agents (e.g., pancreatic enzymes and bile acid binders) were utilized in real-world practices, and usage varied based on intestinal anatomy. Conclusion: Expert centers largely followed published HSO-management guidelines for SBS patients without CiC, but clinical practices deviated substantially for CiC patients. Determining the reasons for this discrepancy might inform future development of practice guidelines.","Agricultural and Biological Sciences, Nursing","Food Science, Nutrition and Dietetics"
"Discovery of amphotericin B, an antifungal drug as tyrosinase inhibitor with potent anti-melanogenic activity","Mahalapbutr P., Sabuakham S., Nasoontorn S., Rungrotmongkol T., Silsirivanit A., Suriya U.",2023-08-15,"Amphotericin B, Antifungal drugs, Drug repurposing, Kojic acid, MD simulation, Melanogenesis, Melanoma cells, Rate-limiting enzymes, Repurposing, Tyrosinase inhibitors, Drug repurposing, MD simulation, Melanogenesis","Tyrosinase, a rate-limiting enzyme for melanin production, has been the most efficient target for the development of depigmenting agents. Although hydroquinone, kojic acid, and arbutin are the most well-known tyrosinase inhibitors, their adverse effects are inevitable. In the present study, an in silico drug repositioning combined with experimental validation was performed to search for novel potent tyrosinase inhibitors. Docking-based virtual screening results revealed that, among the 3210 FDA-approved drugs available in the ZINC database, amphotericin B, an antifungal drug exhibited the highest binding efficiency against human tyrosinase. Results from tyrosinase inhibition assay demonstrated that amphotericin B could inhibit the activity of mushroom and cellular tyrosinases, especially from MNT-1 human melanoma cells. Molecular modeling results revealed that amphotericin B/human tyrosinase complex exhibited high stability in an aqueous environment. Melanin assay results demonstrated that amphotericin B significantly suppressed melanin production in α-MSH-induced B16F10 murine melanoma and MNT-1 human melanoma cell lines better than the known inhibitor, kojic acid. Mechanistically, amphotericin B treatment significantly activated ERK and Akt signaling pathways, resulting in the decreased expression of MITF and tyrosinase. The obtained results may pursue pre-clinical and clinical studies to examine the possibility of using amphotericin B as an alternative treatment for hyperpigmentation disorders.","fluidex; related topics, biochemistryistry","Structural Biology, Biochemistry, Molecular Biology"
Fracture Characteristics of Commercial PEEK Dental Crowns: Combining the Effects of Aging Time and TiO2 Content,"Lu W.-J., Chen W.-C., Srimaneepong V., Chen C.-S., Huang C.-H., Lin H.-C., Tung O.-H., Huang H.-H.",2023-06-01,"Aging time, Computer-aided design, Computer-aided manufacturing, Dental crowns, Fracture characteristics, Fracture load, Fracture property, Load values, Polyetheretherketone crown, TiO2 content, aging time, fracture load, polyetheretherketone crown, TiO2 content","Polyetheretherketone (PEEK) is an emerging thermoplastic polymer with good mechanical properties and an elastic modulus similar to that of alveolar bone. PEEK dental prostheses for computer-aided design/computer-aided manufacturing (CAD/CAM) systems on the market often have additives of titanium dioxide (TiO2) to strengthen their mechanical properties. However, the effects of combining aging, simulating a long-term intraoral environment, and TiO2 content on the fracture characteristics of PEEK dental prostheses have rarely been investigated. In this study, two types of commercially available PEEK blocks, containing 20% and 30% TiO2, were used to fabricate dental crowns by CAD/CAM systems and were aged for 5 and 10 h based on the ISO 13356 specifications. The compressive fracture load values of PEEK dental crowns were measured using a universal test machine. The morphology and crystallinity of the fracture surface were analyzed by scanning electron microscopy and an X-ray diffractometer, respectively. Statistical analysis was performed using the paired t-test (α = 0.05). Results showed no significant difference in the fracture load value of the test PEEK crowns with 20% and 30% TiO2 after 5 or 10 h of aging treatment; all test PEEK crowns have satisfactory fracture properties for clinical applications. Fracture surface analysis revealed that all test crowns fractured from the lingual side of the occlusal surface, with the fracture extending along the lingual sulcus to the lingual edge, showing a feather shape at the middle part of the fracture extension path and a coral shape at the end of the fracture. Crystalline analysis showed that PEEK crowns, regardless of aging time and TiO2 content, remained predominantly PEEK matrix and rutile phase TiO2. We would conclude that adding 20% or 30% TiO2 to PEEK crowns may have been sufficient to improve the fracture properties of PEEK crowns after 5 or 10 h of aging. Aging times below 10 h may still be safe for reducing the fracture properties of TiO2-containing PEEK crowns.","fluidex; related topics, chemistry, Materials Science","Chemistry (all), Polymers and Plastics"
Carnivore chaphamaparvovirus-1 (CaChPV-1) infection in diarrheic dogs reveals viral endotheliotropism in intestine and lung,"Piewbang C., Lohavicharn P., Nguyen T.V., Punyathi P., Kasantikul T., Techangamsuwan S.",2023-01-01,"Animals, Diarrhea, Dog Diseases, Dogs, Endothelial Cells, Feces, Intestines, Lung, Parvoviridae Infections, Phylogeny, Retrospective Studies, cachavirus, CaChPV-1, Canine, Chaphamaparvovirus, diarrhea, dog, enteritis, parvovirus, pneumonia","Background: Carnivore chaphamaparvovirus-1 (CaChPV-1) is a parvovirus identified in dogs and association of infection with diarrhea is controversial. Information on whether tissue tropism persists is lacking. Objectives: To determine the disease association of CaChPV-1 in dogs with diarrhea and to investigate viral tropism and genetic diversity. Animals and methods: CaChPV-1 infection was investigated in five recently deceased puppies and designed a retrospective study to determine whether the presence of CaChPV-1 is associated with diarrhea. The retrospective study was conducted in 137 intestinal tissue samples and 168 fecal samples obtained from 305 dogs. CaChPV-1 tissue localization was determined using in situ hybridization, and CaChPV-1 complete genomes obtained from dead puppies and retrospective study were sequenced and analyzed. Results: CaChPV-1 was detected in 6.56% (20/305) of tested dogs, including 14 diarrheic- and 6 non-diarrheic dogs, and was significant in puppies with diarrhea (p = 0.048). Among the CaChPV-1-positive diarrheic dogs, one sample was obtained from intestinal tissue and 13 samples were fecal samples. However, six CaChPV-1 positive non-diarrheic dogs were based on fecal samples but not on intestinal tissue. Within the age range, the presence of CaChPV-1 was significant in puppies (p < 0.00001) and was mainly localized in the stromal and endothelial cells of intestinal villi and pulmonary alveoli. Phylogenetic analysis indicated genetic diversity of CaChPV-1 Thai strains that were mostly clustered within the sequences found in China. Conclusions: Although definitive pathogenesis of CaChPV-1 remains undetermined, this study provides evidence supporting that CaChPV-1 localizes in canine cells and could play a potential role as an enteric pathogen.","microbiology: bacteriology, mycology, parasitology and virology, Veterinary Science",Veterinary (all)
"Use of over-the-scope clip (OTSC) versus standard therapy for the prevention of rebleeding in large peptic ulcers (size ≥1.5 cm): an open-labelled, multicentre international randomised controlled trial","Chan S., Pittayanon R., Wang H.-P., Chen J.-H., Teoh A.Y.B., Kuo Y.T., Tang R.S.Y., Yip H.C., Ng S.K.K., Wong S., Mak J.W.Y., Chan H., Lau L., Lui R.N., Wong M., Rerknimitr R., Ng E.K., Chiu P.W.Y.",2023-04-01,"Gastrointestinal Transit, Hospitalization, Humans, Intensive Care Units, Peptic Ulcer, Peptic Ulcer Hemorrhage, bleeding peptic ulcer, endoscopy, gastrointestinal bleeding","Introduction Over-the-scope clip (OTSC) has been used recently for primary haemostasis of peptic ulcers. This study aimed to compare the efficacy of OTSC to standard endoscopic therapy in primary treatment of patients with peptic ulcer bleeding that are of size ≥1.5 cm. The target population accounts for only 2.5% of all upper GI bleeders. Methods This was a multicentre international randomised controlled trial from July 2017 to October 2020. All patients with Forest IIa or above peptic ulcers of ≥1.5 cm were included. Primary outcome was 30-day clinical rebleeding. Secondary endpoints include 3-day all-cause mortality, transfusion requirement, hospital stay, technical and clinical success, and further interventions. 100 patients are needed to yield a power of 80% to detect a difference of -0.15 at the 0.05 significance level (alpha) using a two-sided Z-test (pooled). Results 100 patients were recruited. Success in achieving primary haemostasis was achieved in 46/50 (92%) and 48/50 (96%) in the OTSC and conventional arm, respectively. Among patients who had success in primary haemostasis, 2/46 (4.35%) patients in the OTSC arm and 9/48 (18.75%) patients in the conventional arm developed 30-day rebleeding (p=0.03). However, in an intention-to-treat analysis, there was no difference in rebleeding within 30 days (5/50 (10%) OTSC vs 9/50 (18%) standard, p=0.23) or all-cause mortality (2/50 (4%) OTSC vs 4/50 (8%) standard, p=0.68; OR=2.09, 95% CI 0.37 to 11.95). There was also no difference in transfusion requirement, hospital stay, intensive care unit admission and further interventions. Conclusion The routine use of OTSC as primary haemostasis in large bleeding peptic ulcers was not associated with a significant decrease in 30-day rebleeding.",medical,Gastroenterology
Reverse cholesterol transport and lipid peroxidation biomarkers in major depression and bipolar disorder: A systematic review and meta-analysis,"Almulla A.F., Thipakorn Y., Algon A.A.A., Tunvirachaisakul C., Al-Hakeim H.K., Maes M.",2023-10-01,"Aldehydes, Antioxidants, Biomarkers, Bipolar Disorder, Cholesterol, Depression, Depressive Disorder, Major, Humans, Lipid Peroxidation, Lipids, Affective disorders, Antioxidants, Autoimmunity, Depression, Neuro-immune, Oxidative and nitrosative stress","Background: Major depression (MDD) and bipolar disorder (BD) are linked to immune activation, increased oxidative stress, and lower antioxidant defenses. Objectives: To systematically review and meta-analyze all data concerning biomarkers of reverse cholesterol transport (RCT), lipid-associated antioxidants, lipid peroxidation products, and autoimmune responses to oxidatively modified lipid epitopes in MDD and BD. Methods: Databases including PubMed, Google scholar and SciFinder were searched to identify eligible studies from inception to January 10th, 2023. Guidelines of Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines were followed. Results: The current meta-analysis included 176 studies (60 BD and 116 MDD) and examined 34,051 participants, namely 17,094 with affective disorders and 16,957 healthy controls. Patients with MDD and BD showed a) significantly decreased RCT (mainly lowered high-density lipoprotein cholesterol and paraoxonase 1); b) lowered lipid soluble vitamins (including vitamin A, D, and coenzyme Q10); c) increased lipid peroxidation and aldehyde formation, mainly increased malondialdehyde (MDA), 4-hydroxynonenal, peroxides, and 8-isoprostanes; and d) Immunoglobulin (Ig)G responses to oxidized low-density lipoprotein and IgM responses to MDA. The ratio of all lipid peroxidation biomarkers/all lipid-associated antioxidant defenses was significantly increased in MDD (standardized mean difference or SMD = 0.433; 95% confidence intervals (CI): 0.312; 0.554) and BD (SMD = 0.653; CI: 0.501–0.806). This ratio was significantly greater in BD than MDD (p = 0.027). Conclusion: In MDD/BD, lowered RCT, a key antioxidant and anti-inflammatory pathway, may drive increased lipid peroxidation, aldehyde formation, and autoimmune responses to oxidative specific epitopes, which all together cause increased immune-inflammatory responses and neuro-affective toxicity.","Immunology, neuroscience","Immunology, Endocrine and Autonomic Systems, Behavioral Neuroscience"
2D Transition Metal Dichalcogenides for Photocatalysis,"Yang R., Fan Y., Zhang Y., Mei L., Zhu R., Qin J., Hu J., Chen Z., Hau Ng Y., Voiry D., Li S., Lu Q., Wang Q., Yu J.C., Zeng Z.",2023-03-20,"2d transition metal dichalcogenides, Active photocatalyst, Co catalysts, Dichalcogenides, Electronic chemicals, Two-dimensional, 2D TMDs, Active Photocatalyst, Cocatalyst, MoS2, Photocatalysis","Two-dimensional (2D) transition metal dichalcogenides (TMDs), a rising star in the post-graphene era, are fundamentally and technologically intriguing for photocatalysis. Their extraordinary electronic, optical, and chemical properties endow them as promising materials for effectively harvesting light and catalyzing the redox reaction in photocatalysis. Here, we present a tutorial-style review of the field of 2D TMDs for photocatalysis to educate researchers (especially the new-comers), which begins with a brief introduction of the fundamentals of 2D TMDs and photocatalysis along with the synthesis of this type of material, then look deeply into the merits of 2D TMDs as co-catalysts and active photocatalysts, followed by an overview of the challenges and corresponding strategies of 2D TMDs for photocatalysis, and finally look ahead this topic.","fluidex; related topics, coastal engineering, chemistry","Catalysis, Chemistry (all)"
A Design Approach for 5G-NR Radio Planning Using Both FR1 and FR2 on Any Selected Outdoor and Indoor Areas,"Chinkhong S., Kaewplung P.",2023-01-01,"5g-NR radio planning, Coverage area, Data-rate, Mm waves, Mmwave (FR2), Path loss, Radio Planning, Service data, Service data rate, Sub-6ghz (FR1), Total path loss, 5G-NR radio planning, Coverage area, mmWave (FR2), Service data rate, Sub-6GHz (FR1), Total path loss","At present, 5G networks have started rolling out worldwide. The 5G network first launched using the new frequency bands, sub-6GHz (FR1) and mmWave (FR2). With these bands, network operators can provide the data rate higher than Gbps with sufficiently low latency. Moreover, the integration of FR1 and FR2 reduces the congestion when numerous number of devices are connected. This paper aims to propose a design approach for 5G-NR radio planning using both FR1 and FR2 for any selected outdoor and indoor areas, then we show the calculation of the number of base stations that should be installed. The service data rate and coverage area of the base station in both FR1 and FR2 are calculated based on total path loss. The display position of base station and the covered area are shown in Siam Square shopping center Bangkok area for both indoor and outdoor. The result can be used to analyze the preliminary network installation to establish the base station for extending the service area.","fluidex; related topics, computer science, engineering, Mathematics","Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Information Systems, Electrical and Electronic Engineering, Control and Optimization"
Computer-Aided Screening for Potential Coronavirus 3-Chymotrypsin-like Protease (3CLpro) Inhibitory Peptides from Putative Hemp Seed Trypsinized Peptidome,"Prasertsuk K., Prongfa K., Suttiwanich P., Harnkit N., Sangkhawasi M., Promta P., Chumnanpuen P.",2023-01-01,"Amino Acids, Antiviral Agents, Cannabis, Chymases, COVID-19, Humans, Molecular Docking Simulation, Molecular Dynamics Simulation, Pandemics, Peptides, Protease Inhibitors, SARS-CoV-2, antiviral, hemp, molecular docking, peptide, SARS-CoV-2 main protease","To control the COVID-19 pandemic, antivirals that specifically target the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are urgently required. The 3-chymotrypsin-like protease (3CLpro) is a promising drug target since it functions as a catalytic dyad in hydrolyzing polyprotein during the viral life cycle. Bioactive peptides, especially food-derived peptides, have a variety of functional activities, including antiviral activity, and also have a potential therapeutic effect against COVID-19. In this study, the hemp seed trypsinized peptidome was subjected to computer-aided screening against the 3CLpro of SARS-CoV-2. Using predictive trypsinized products of the five major proteins in hemp seed (i.e., edestin 1, edestin 2, edestin 3, albumin, and vicilin), the putative hydrolyzed peptidome was established and used as the input dataset. To select the Cannabis sativa antiviral peptides (csAVPs), a predictive bioinformatic analysis was performed by three webserver screening programs: iAMPpred, AVPpred, and Meta-iAVP. The amino acid composition profile comparison was performed by COPid to screen for the non-toxic and non-allergenic candidates, ToxinPred and AllerTOP and AllergenFP, respectively. GalaxyPepDock and HPEPDOCK were employed to perform the molecular docking of all selected csAVPs to the 3CLpro of SARS-CoV-2. Only the top docking-scored candidate (csAVP4) was further analyzed by molecular dynamics simulation for 150 nanoseconds. Molecular docking and molecular dynamics revealed the potential ability and stability of csAVP4 to inhibit the 3CLpro catalytic domain with hydrogen bond formation in domain 2 with short bonding distances. In addition, these top ten candidate bioactive peptides contained hydrophilic amino acid residues and exhibited a positive net charge. We hope that our results may guide the future development of alternative therapeutics against COVID-19.","chemistry, biochemistryistry, pharmacology","Analytical Chemistry, Chemistry (miscellaneous), Molecular Medicine, Pharmaceutical Science, Drug Discovery, Physical and Theoretical Chemistry, Organic Chemistry"
Enabling high dielectric constant and low loss tangent in BaTiO3–epoxy composites through a 3D interconnected network structure of ceramic phase,"Panomsuwan G., Manuspiya H.",2023-08-25,"3–3 connectivity, BaTiO 3, Ceramic-polymer composites, Dielectrics property, Epoxy, Epoxy composite, High dielectric constants, Loss tangent, Low-loss, Network structures, 3–3 connectivity, BaTiO3, Ceramic–polymer composite, Dielectric properties, Epoxy","Constructing ceramic–polymer composites with a 3–3 connectivity is an effective strategy to achieve a notable increase in the dielectric constant at low ceramic contents. However, the dielectric data of the 3–3 composites with a low ceramic content (<10 vol. %) are still limited, and further investigation is thus required. Herein, composites with a 3–3 connectivity, in which BaTiO3 (BTO) and epoxy are self-connected in three dimensions, were developed and constructed at low BTO contents (2.0–8.3 vol. %). A three-dimensional network structure of the BTO ceramic (3D-BTO) was constructed via the sacrificial template method using polyurethane foam as the template. The dielectric constant and loss tangent of the composites increased with increasing BTO content. At a BTO content of 8.3 vol. %, the dielectric constant of the composite considerably increased to 33.4 at 1 kHz, which was ∼10-fold higher than that of neat epoxy (3.5). The loss tangent had a low value of< 0.030. By comparing with several theoretical models, the dielectric constants of the composites were well fitted with the effective medium theory model at low fitting factors (n = 0.008–0.013). The considerable increase in the dielectric constant of the composites with a low loss tangent at a low BTO content was attributed to the strong interfacial polarization and continuous polarization pathways through the interconnected 3D-BTO network structure in the composites. This study fills the gap in the literature by providing missing data on the dielectric properties of 3–3 composites at low ceramic contents (<10 vol. %), as well as a theoretical prediction.","fluidex; related topics, engineering, Materials Science","Mechanics of Materials, Mechanical Engineering, Metals and Alloys, Materials Chemistry"
