Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
Epidemiological characteristics of children with non-cleft lip/palate craniofacial anomalies,"Sawasdipanich N., Chaithat B., Rojvachiranonda N., Dangsomboon A.",2022-03-01,"Adolescent, Child, Cleft Lip, Cleft Palate, Craniofacial Abnormalities, Humans, Male, Cleft lip, Cleft palate, Craniofacial abnormalities, Craniosynostoses, Epidemiology, Non-cleft","Non-cleft craniofacial anomalies are not as common as cleft lip and palate but resultant disability can be very severe. Although there are epidemiological studies of the clefts in the medical literature, the non-cleft group is still not well known. This study was to examine the epidemiological characteristics of the non-cleft craniofacial anomalies. Patients younger than 18 years old were included during a 1-year period. Patient information was retrieved from medical records and a questionnaire filled by primary caregivers. There were 139 patients included in the study with an average age of 6 years and 7 months (4 – 194 months). Fifty-eight percent were male, 56% were first-born children, whereas 61.9% had siblings. Family history was positive in 6.5%. Almost all patients were in age-appropriate educational levels. Using Whitaker classification, Synostoses was the most common at 48.9%, followed by Unclassified, Clefts, Neoplasia-Hyperplasia, and Atrophy-Hypoplasia. Their anomalies were mostly detected at the regional hospitals. Outpatient visits throughout the course ranged from 1 to 100. Eighty-two percent of patients had at least 1 hospitalization, whereas 78% experienced at least 1 surgical treatment. Generally, non-cleft craniofacial anomalies were nonfamilial. We found a wide variety of anomalies. Patients were from all regions of the country. Their geographical location did not prevent access to receiving proper care and education. Having a child with an anomaly did not discourage the family from having more descendants. Among the available classifications, the Whitaker system is easier for clinical use.",medical,"Surgery, Otorhinolaryngology"
Torsional Behavior of Reinforced Concrete Members Wrapped with CFRP Sheets,"Lenwari A., Soysak S., Thongchom C.",2022-01-01,"Axial forces, Carbon fiber reinforced polymers sheets, Carbon fibre reinforced polymer, Fiber-reinforced polymers, Fibre reinforced polymers, Full wrapping, Reinforced concrete beams, Reinforced concrete member, Strengthening, Torsional moment, Fiber-reinforced polymers, Full wrapping, Reinforced concrete members, Strengthening, Torsion","This paper presents the torsional behavior of reinforced concrete (RC) members fully wrapped with carbon fiber-reinforced polymer (CFRP) sheets. A total of twelve rectangular RC specimens of identical cross sections were tested under pure torsion (beams) or combined axial compression and torsion (columns). In the case of column specimens, an axial force simulating the service loads was applied before CFRP strengthening and maintained constant during the static test under torsion. The magnitude of axial force was 25% of the nominal compressive strength. Therefore, test variables included the presence of axial force (beam or column), stirrup spacing (75 or 150 mm), hook angle (90 or 135°) of the closed stirrups, and presence of CFRP sheets. Test results showed that the externally bonded CFRP sheets significantly increased the cracking, yielding, and maximum torsional moment capacities of RC beams and columns. The full wrap configuration enhanced the maximum torsional moment capacity by up to 190% and 116% for RC beams and columns, respectively. Also, the use of 135-degree hook for closed-stirrups was more effective than 90-degree hook for both unwrapped and CFRP-wrapped members. Finally, the effective CFRP strain equation by fib14 correlated better with RC beams than columns.",engineering,Civil and Structural Engineering
Improved hydrogenation process for margarine production with no trans fatty acid formation by non-thermal plasma with needle-in-tube configuration,"Puprasit K., Wongsawaeng D., Ngaosuwan K., Kiatkittipong W., Assabumrungrat S.",2022-12-01,"Fatty acid composition, Gap size, Gas flowrate, Hydrogenation process, Input power, Nonthermal plasma, Palm olein, Trans fats, Trans fatty acid, Trans-fat free margarine, Hydrogenation, Non-thermal plasma, Tesla coil, Trans-fat free margarine, Trans-fatty acid","Non-thermal dielectric barrier discharge (DBD) plasma with needle-in-tube configuration was used to improve hydrogenation reaction for trans-fat free margarine production. Refined palm olein was used as raw material with operating conditions at ambient pressure, room temperature (29 °C) and no catalyst. Effects of hydrogen gas (H2) concentration, input power, gas flow rate, discharge gap size and reaction time on fatty acid compositions and properties of hydrogenated refined palm olein after plasma treatment was evaluated. Lowest iodine value (IV) was achieved with reduction from 60.75 to 23.56 with increase in saturated fatty acid composition from 40.82 ± 0.05 to 68.70 ± 0.07% and decrease in unsaturated fatty acid composition from 59.11 ± 0.12 to 31.39 ± 0.01% under the condition of 0.5 L/min gas flow rate with 100% H2, 40 W input power, 0.5 cm gap size and 15 h reaction time. In addition, no trans-fat was detected by GC-MS analysis. Slip melting point (SMP) was increased from 9.33 ± 0.5 to 36.33 ± 0.5 °C. Acid value (AV) was reduced from 0.47 ± 0.02 to 0.32 ± 0.03 mg KOH/g oil. Texture of produced margarine was similar to that of commercial one. Generated hydrogen free radicals were hypothesized to perform hydrogenation by reacting with carbon-carbon double bonds (π-bonds), converting poly- and monounsaturated fatty acids into saturated ones. This highly effective catalyst-free plasma hydrogenation system can be used as alternative, environmentally friendly and economically feasible method to produce trans-fat free margarine.","fluidex; related topics, Agricultural and Biological Sciences",Food Science
Immunogenicity of a third dose viral-vectored COVID-19 vaccine after receiving two-dose inactivated vaccines in healthy adults,"Yorsaeng R., Suntronwong N., Phowatthanasathian H., Assawakosri S., Kanokudom S., Thongmee T., Vichaiwattana P., Auphimai C., Wongsrisang L., Srimuan D., Thatsanatorn T., Klinfueng S., Sudhinaraset N., Wanlapakorn N., Poovorawan Y.",2022-01-24,"Adult, Antibodies, Neutralizing, Antibodies, Viral, ChAdOx1 nCoV-19, COVID-19, COVID-19 Vaccines, Humans, Immunogenicity, Vaccine, SARS-CoV-2, Vaccines, Inactivated, Booster dose, COVID-19, Immunogenicity, Inactivated vaccine, Virus vector","In June 2021, Thailand was hit by the delta variant of SARS-CoV-2 resulting in the biggest wave of COVID-19. Due to the widespread delta variant, more than 600 healthcare workers had COVID-19 despite completion of two-dose CoronaVac. The Ministry of Public Health recommended that healthcare workers received a third dose of AZD1222 to increase level of protection against SARS-CoV-2. However, immune response after the AZD1222 booster in individuals who completed the two-dose CoronaVac vaccine are limited. In this study, sera from those who received a booster of AZD1222 in June-July 2021 were tested for SARS-CoV-2 spike receptor-binding-domain (RBD) IgG, anti-RBD total immunoglobulins and anti-spike protein 1 (S1) IgA. The neutralizing activities in a subset of serum samples were tested against the wild type and variants of concern (B.1.1.7, B.1.617.2, and B.1.351) using an enzyme-linked immunosorbent assay-based surrogate virus neutralization test. Participants who received the booster of AZD1222 possessed higher levels of spike RBD-specific IgG, total immunoglobulins, and anti-S1 IgA than the two-dose vaccinees (p < 0.001). They also elicited higher neutralizing activity against the wild type and all variants of concern than the recipients of the two-dose vaccines. This study demonstrated a high immunogenicity of the AZD1222 booster in individuals who completed the two-dose inactivated vaccines.","biochemistryistry, Immunology, Veterinary Science, medical","Molecular Medicine, Immunology and Microbiology (all), Veterinary (all), Public Health, Environmental and Occupational Health, Infectious Diseases"
"Effectiveness of a community-integrated intermediary care (CIIC) service model to enhance family-based long-term care for Thai older adults in Chiang Mai, Thailand: a cluster-randomized controlled trial TCTR20190412004","Aung M.N., Moolphate S., Aung T.N.N., Koyanagi Y., Kurusattra A., Chantaraksa S., Supakankunti S., Yuasa M.",2022-11-01,"Activities of Daily Living, Aged, Aged, 80 and over, COVID-19, Female, Humans, Long-Term Care, Pandemics, Thailand, Asia, Frailty, Global health, Health promotion, Implementation research, Population ageing, Service delivery model, Universal coverage","Background: Populations around the world are ageing faster, with the majority living in low- and middle-income countries where health and social care are yet to be universal and inclusive for the ageing population. This community-integrated intermediary care (CIIC) model is a novel prevention-based, long-term care model enhancing the family-based care system traditionally practised in Thailand and neighbouring Asian countries, and many low-and middle-income countries globally. This study assessed the effectiveness of the CIIC model in Chiang Mai, Thailand. Methods: The two-arm parallel intervention study was designed as a cluster-randomized controlled trial. The study population at randomization and analysis was 2788 participants: 1509 in six intervention clusters and 1279 in six control clusters. The research protocol was approved by the WHO Research Ethics Review Committee (WHO/ERC ID; ERC.0003064). The CIIC service intervention model is a combination of formal care and informal care in a subdistrict setting consisting of three components: (1) care prevention delivered as community group exercise and home exercise; (2) care capacity-building of the family caregiver; and (3) community respite service. The primary outcome was family caregivers’ burden at 6-month follow-up, and secondary outcome was activities of daily living. Analysis applied the intention-to-treat approach using cluster-level analysis via STATA 16 SE. Results: Baseline characteristics did not differ between the two arms. Loss of follow up was 3.7%. Mean age of the participants was 69.53 years. Women constituted 60%. The COVID-19 pandemic caused delayed implementation. The proportion of families with reduced caregiver burden at 6-month follow-up was higher among the intervention clusters (mean 39.4%) than control clusters (mean 28.62%). The intervention clusters experienced less functional decline and fewer people with depression. Conclusions: When communities are integrated for preventing care, and families are empowered for giving care, it is possible to secure universal access to health and social care for the older persons, with basic resources mobilized from communities. This study had shown the CIIC model as an effective and potential step to the realization of universal health and long-term care coverage being inclusive of ageing populations in Thailand and globally. Trial registration: This trial was registered at the Thailand Clinical Trial Registry—Trial registration number TCTR20190412004, https://www.thaiclinicaltrials.org/#.","public Health Professionsth, sociologyal medicalcine and epidemiology, medical",Health Policy
Virtual Unenhanced Images Qualitative and Quantitative Comparison Between Different Dual-Energy CT Scanners in a Patient and Phantom Study,"Lennartz S., Pisuchpen N., Parakh A., Cao J., Baliyan V., Sahani D., Hahn P.F., Kambadakone A.",2022-01-01,"Contrast Media, Humans, Radiographic Image Interpretation, Computer-Assisted, Radiography, Dual-Energy Scanned Projection, Reproducibility of Results, Retrospective Studies, Tomography, X-Ray Computed, computed tomography, dual-energy CT, interscanner comparison, reproducibility, virtual unenhanced images","Objectives: The aim of this study was to compare qualitative and quantitative metrics of virtual unenhanced (VUE) images among dual-source dual-energy computed tomography (dsDECT), rapid kV-switching DECT (rsDECT), and dual-layer detector DECT (dlDECT) using patient and phantom data. Materials and Methods: Forty-four patients with clinical contrast-enhanced abdominal examinations on each of the 3 DECT scanner types and a phantom scanned with the same protocols were included in this retrospective study. Qualitative and quantitative assessment was performed on VUE images. Quantitative evaluation included measurement of attenuation and image noise for various tissues and the phantom. Virtual unenhanced image attenuation and noise were compared between scanner types, and intrapatient interscanner reproducibility of virtual unenhanced image attenuation was calculated as the percentage of measurement pairs with an interscanner difference ≤ 10 HU. Image quality, noise, sharpness, and iodine elimination were assessed qualitatively by 2 radiologists. Results: Significant interscanner differences in VUE attenuation and noise were found in all tissues. dlDECT and rsDECT showed significantly higher VUE attenuation than dsDECT in the aorta, portal vein, and kidneys (P < 0.05). Conversely, VUE attenuation in dsDECTwas significantly higher than in dlDECT/rsDECT for subcutaneous and retroperitoneal fat (both P < 0.05). A total of 91.9% (385/419) of measurements were reproducible between rsDECT and dlDECT, 70.9% (297/419) between dsDECT and rsDECT, and 66.8% (280/419) between dsDECT and dlDECT. Virtual unenhanced image attenuation in the contrast media–filled phantom cavity was 12.7 ± 4.7 HU in dlDECT, −5.3 ± 4.2 HU in rsDECT, and −4.0 ± 10.7 HU in dsDECT with significant differences between dlDECT and rsDECT/dsDECT, respectively (P < 0.05), between which attenuation was comparable in the unenhanced extraluminal phantom component (P = 0.11–0.62). Qualitatively, dsDECTyielded best iodine elimination, whereas sharpness, image noise, and overall image quality were rated higher in dlDECT and rsDECT. Conclusions: There are significant interscanner differences in the attenuation measurements and qualitative assessment of VUE images, which should be acknowledged when using these images in patients that are being scanned on different DECT scanner types during imaging follow-up.",medical,"Radiology, Nuclear Medicine and Imaging"
Recent development on recovering bioactive peptides and phenolic compounds from under-utilised by-products during production of certain edible oil plants: current situation and future perspectives,"Karami Z., Akbari-adergani B., Duangmal K.",2022-08-01,"Bioactive peptides, Current situation, Future perspectives, Health promoting property, Oil plants, Oil-production, Phenolic compounds, Property, Recovery of bioactive peptide, Under-utilized crop, Health promoting properties, oil plant, phenolic compounds, recovery of bioactive peptides, under-utilised crops","During the edible oil production process, massive amounts of by-products are generated each year that are not efficiently utilised, posing economic and environmental challenges. Under-utilised products derived from valuable oil-plants such as oil-extracted wheat germ, oil-extracted moringa seed, oil-extracted walnut and flaxseed meal will be increased, and new integration concepts will be required as soon as possible. These underutilised products can be rich sources of phenolic compounds and bioactive peptides with appropriate health-promoting properties such as anti-diabetic, antioxidant, anti-hypertensive, anti-inflammatory, anticancer and antibacterial properties, according to this review. The recovery of bioactive compounds from these by-products can go a long way toward ensuring a sustainable food supply. Current challenges and requirements for recovering bioactive peptides and phenolic compounds from underutilised products derived from valuable oil-plants as well as the relationship between their biological activity and structure are discussed in this study.","fluidex; related topics, Agricultural and Biological Sciences, engineering","Food Science, Industrial and Manufacturing Engineering"
Using text analytics to discover organizational congruences: A study of the Thai IT industry,Patrakosol B.,2022-01-01,"Ambidexterity, Computer-aided, Computer-aided text analyse, Congruence perspective, Information technology industry, Leading indicators, Organizational congruence, Strategic consensus, Text analysis, Text analytics, ambidexterity, computer-aided text analysis (CATA), Congruence perspective, strategic consensus","Organizational congruence is a leading indicator for organizational adaptation and increasing relevant in technological disruptive environments. However, the congruence perspective is often investigated through another lens. Information technology (IT) literature is less familiar with this perspective. This study aims to raise awareness of the perspective among IT literature by strictly investigating constructs under the perspective. It postulated an investigation akin to a measure development under the congruence perspective. Data was collected from Thai IT industry and a combination of computer-aided text analysis and traditional measure development were implemented. The data was preprocessed to ensure high quality and entered to measure modeling techniques. The results unveil four organizational congruence constructs. Three are first-level constructs: strategy consensus, operational congruence, and competitive congruence. One is second-level construct: organizational ambidexterity. Implications of this discovery are discussed. Limitations and future directions are recognized in the last section.","computer scienceuter applications, fluidex; related topics, Business, computer science","Business, Management and Accounting (all), Computer Science (all)"
Placental Findings Contributing to Perinatal Death: A 15-Year Retrospective Review from a Teaching Hospital in Thailand,"Taweevisit M., Thorner P.S.",2022-01-01,"Female, Hospitals, Teaching, Humans, Perinatal Death, Placenta, Placenta Diseases, Pregnancy, Retrospective Studies, Thailand, autopsy, Perinatal death, placenta, Thailand","Introduction: The placenta is infrequently examined in developing countries. This study examined the role of placental pathology in perinatal deaths at Chulalongkorn University Hospital, Bangkok. Methods: Included were singleton intrauterine deaths after gestational week 20 and live-born infants up to 1 week old, over a 15-year period. Placental lesions were classified as: inflammatory-immune, maternal stromal-vascular, fetal stromal-vascular, umbilical cord complications and other. Results: 208 such cases had the placenta available. A placental cause of death was found in 96 (46%), non-placental causes in 28% and the cause of death was unknown in 26%. Of those 96 placentas, 44% were categorized as inflammatory-immune, 30% maternal stromal-vascular, 13% fetal stromal-vascular, 7% umbilical cord complications and 6% other. Conclusions: Placental causes of death were less common than in many Western studies, but inflammatory-immune processes more common. These differences may relate to how cases were accrued, and/or local socioeconomic factors, and warrant further study.",medical,"Pediatrics, Perinatology and Child Health, Pathology and Forensic Medicine"
Effect of different stainless steel surfaces on the formation and control of Vibrio parahaemolyticus biofilm,"Tantratian S., Srimangkornkaew N., Prakitchaiwattana C., Sanguandeekul R.",2022-08-15,"316L, Benzalkonium chloride, Biofilm control, Rough surfaces, Stainless steel finishing, Stainless steel surface, Stainless steel type, Steel coupon, Viable cells, Vibrio parahaemolyticus, Benzalkonium chloride, Stainless steel finishing, Stainless steel type","The attachment, biofilm formation and control of biofilm formed by Vibrio parahaemolyticus (VP) ATCC 17802 on four stainless steel (SS) coupons which are different in type or finishing, 316L, 304, 430 with 2B finish and 304 with BA finish, were studied. SS coupons were subjected to surface roughness measurement using Atomic Force Microscope and Scanning Electron Microscope. The surface of 316L/2B was the roughest surface while 403/2B and 304/BA were the least roughness surface. VP were able to attach on all SS surfaces immediately after contact. They tended to attach on the rougher surface of the SS samples better than the smoother ones. They could be released from surfaces into liquid medium and grew very fast, after contact. Attached cells formed multilayer clumps within 72 h. Cells in biofilms survived on all SS surfaces under dry condition for more than 72 h. The 0.02% benzalkonium chloride (BAC) completely eliminate 8 log10 CFU mL−1 planktonic cells immediately after contact, but it took more than 1 min to eliminate viable cells of 24 and 72h biofilms from 304/2B and 316L/2B. The viable cells in biofilm on the rougher surfaces showed more resistance to the BAC than those on the smoother ones.","fluidex; related topics, Agricultural and Biological Sciences",Food Science
Solvatochromic fluorescent styryl pyrene probes for the quantitative determination of water content in organic solvents,"Noikham M., Sriwiphasathit C., Siriwong K., Vilaivan T.",2022-12-01,"Intra-molecular charge transfer, Intramolecular charge transfer, Intramolecular charge transfers, Limit of detection, Pyrene probe, Quantitative determinations, Solvatochromic, Solvatochromisms, Synthesised, Water sensors, Fluorescence, Intramolecular charge transfer (ICT), Pyrene, Solvatochromism, Water sensor","A series of D-π-A fluorescent styryl pyrene probes were synthesized through the Wittig reaction. The introduction of an electron-withdrawing substituent on the phenyl ring creates a push-pull system that shows solvent-dependent intramolecular charge transfer (ICT) and solvatochromic properties. Among these, the styryl pyrene probes with nitro (Py-NO2) and aldehyde (Py-CHO) substituents exhibited remarkable sensitivity to environment polarity. They show remarkable fluorescence changes from green to red, and blue to orange in nonpolar to polar organic solvents, respectively. The results were explained by the Lippert-Mataga and ET(30) models, which were supported by theoretical calculations by the density functional theory (DFT). Importantly, the fluorescence emission of Py-NO2 in organic solvents is sensitive to the presence of water in the range of 0–34.2% (v/v) in THF, 0–9.1% (v/v) in DMF, and 0–39.7% (v/v) in CH3CN. The limits of detection of water were established as low as 0.007%, 0.033%, and 0.036% (v/v) in THF, DMF, and CH3CN, respectively. Py-CHO showed somewhat higher limits of detection than Py-NO2 for the same solvents but exhibited a broad linear response to water content in EtOH between 3.3 and 63.6% (v/v) water content with the limit of detection at 2.350% (v/v). Thus, it is possibly useful as a sensor for the wide range detection of alcohol content in beverages. These push-pull styryl pyrene probes not only served as a new supersensitive fluorescent sensor for the quantitative detection of low to medium-level water content in organic solvents but may also be useful in a broad range of applications.","fluidex; related topics, coastal engineering","Chemical Engineering (all), Process Chemistry and Technology"
Isothermal Amplification Technology for Disease Diagnosis,"Boonbanjong P., Treerattrakoon K., Waiwinya W., Pitikultham P., Japrung D.",2022-09-01,"Amplification technique, CRISPR, Disease diagnosis, Healthcare systems, Isothermal amplifications, Loop mediated isothermal amplifications, Loop-mediated isothermal amplifications, Nucleic acid amplification technology, Nucleic acids amplification, Rolling circle amplifications, Nucleic Acid Amplification Techniques, Nucleic Acids, Point-of-Care Systems, Polymerase Chain Reaction, Sensitivity and Specificity, Technology, CRISPR, isothermal amplification, loop-mediated isothermal amplification, nucleic acid amplification technology, rolling circle amplification","Isothermal amplification (IA) is a nucleic acid amplification technology (NAAT) that has contributed significantly to the healthcare system. The combination of NAAT with a suitable detection platform resulted in higher sensitivity, specificity, and rapid disease diagnosis. Traditional NAAT, such as polymerase chain reaction (PCR), is widely applied in the general healthcare system but is rarely accessed in resource-limited hospitals. Some IA methods provide a rapid, sensitive, specific, and simple method for disease diagnosis. However, not all IA techniques have been regularly used in clinical applications because different biomarkers and sample types affect either the enzyme in the IA system or sample preparation. This review focuses on the application of some IA techniques that have been applied in the medical field and have the potential for use at points of care.","fluidex; related topics, chemistry, biochemistryistry, engineering, physics","Analytical Chemistry, Biotechnology, Biomedical Engineering, Instrumentation, Engineering (miscellaneous), Clinical Biochemistry"
"Atmospheric Dispersion of Gaseous Amine Emitted from Absorption-Based Carbon Capture Plants in Saskatchewan, Canada","Pakchotanon P., Veawab A., Aroonwilas A., Sema T.",2022-02-01,"Amine emission, Amine solutions, Atmospheric dispersion, Demonstration plants, Dispersion models, Ground surfaces, Monoethanolamine, Point-sources, Saskatchewan, Water wash, Air pollution, Amine emissions, Carbon capture, Coal-fired power plant, Dispersion model","Carbon capture and storage (CCS) is a key strategy to reduce carbon dioxide (CO2) emissions from industrial point sources. Gas absorption into aqueous amine solutions is an immediate technology for carbon capture that has been tested in many demonstration plants. One concern of using the amine-based carbon capture process is the environmental impacts and health risk caused by emissions of gaseous amines from the process to the atmosphere. This work applied the knowledge of air dispersion modelling to map out the atmospheric dispersion and resulting ground surface level concentration of gaseous amine, namely Monoethanolamine (MEA), from a coal-fired power plant (with a carbon capture unit) and in surrounding areas, in case of an accidental leaking of amine from the CCS system to the atmosphere. The chosen study area was centered on a coal-fired power plant in the province of Saskatchewan, Canada. The Environmental Protection (EPA) approved air pollution model (CALPUFF), together with meteorological and geophysical data were used for gaseous amine dispersion simulation. The results were presented, and the ground amine concentrations were found to vary with wind patterns (wind direction and wind speed). The maximum ground surface amine concentrations standard is 15.2 µg/m3 . However, the results showed that when using the water wash unit, the MEA concentrations were well below the standard level, compared to those without the water wash unit. It is essential for CO2 capture plants located in highly populated areas to be equipped with water wash units.","mixing and separation, energy, engineering, Mathematics","Renewable Energy, Sustainability and the Environment, Building and Construction, Fuel Technology, Engineering (miscellaneous), Energy Engineering and Power Technology, Energy (miscellaneous), Control and Optimization, Electrical and Electronic Engineering"
High-Efficiency Air-Clad Type Silicon-Nitride Ring-Resonator for Bio-Sensing Applications,"Atthi N., Mendez-Astudillo M., Udomsom S., Matsumoto A., Yamwong W., Klunngien N., Mankong U., Pinlaor S., Imai K., Angkaew T., Kanno A., Yamamoto N., Kawanishi T., Umezawa T.",2022-01-01,"Air cladding, Air-clad, Biosensing, Coupling efficiency, Coupling loss, Higher efficiency, Ring resonator, Sensing applications, Silicon nitride waveguides, Silicon photonic devices, air clad, biosensor, optical ring resonator, silicon nitride, silicon photonics","In this paper, a high-efficiency silicon nitride (SiN) based air-clad type ring resonator that sandwiched with air cladding and SiO2 cladding for silicon photonic (SiPh) device was demonstrated. The simulation results showed that 400 nm-thick SiN waveguide have maximum coupling efficiency with a coupling loss of 7.2 dB. By using CMOS compatible process with single lithography (stepper) and reactive ion etching step, high qualities SiN waveguide was fabricated without silicon wafer warpage. The optical output characteristics of ring resonators with the free spectral range of 3.9 nm were obtained. This device can detect NaCl concentrations of 50-1000 mMole in deionized water. Therefore, SiN waveguide grating coupler is one of a promising SiPh devices for bio-sensing applications.","computer science, engineering, physics","Artificial Intelligence, Computer Networks and Communications, Computer Science Applications, Signal Processing, Electrical and Electronic Engineering, Instrumentation"
"Multifunctional gluten/guar gum copolymer with self-adhesion, self-healing, and remolding properties as smart strain sensor and self-powered device","Ounkaew A., Kasemsiri P., Srichiangsa N., Jetsrisuparb K., Knijnenburg J.T.N., Okhawilai M., Hiziroglu S., Theerakulpisut S.",2022-06-01,"Adhesive strength, Guar gums, Long term stability, Property, Self-adhesion, Self-adhesive, Self-healing, Self-powered, Smart polymers, Strain sensors, biopolymers, self-adhesion, self-healing, smart polymers, strain sensor","In this research, a multifunctional strain sensor based on gluten/guar gum (GG) copolymer was developed. The effects of gluten/GG blended ratios on the mechanical and electrical properties, self-adhesion, self-healing, remolding, selfpowered and long-term stability of the strain sensors were studied. Among tested substrates, the gluten/GG blend indicated a strong adhesion to wood and paper substrates and showed a maximum adhesive strength at 1.5 wt% of GG in the copolymer (gluten/GG-1.5%). The adhesive strength of gluten/GG-1.5% decreased in the acceptable range when it was applied in 10 repeated adhesion cycles. The gluten/GG-1.5% exhibited a high electrical conductivity of 0.12 S/m and stretchability of 465%. The gluten/GG-based sensor containing glycerol showed long-term stability of self-healing, remolding, and self-powered ability when stored for 7 days, whereas the self-adhesive ability decreased with increasing storage time. The self-adhesive gluten/GG-1.5% was used to monitor human limb movements, which showed remarkable sensitivity during the storage time of 3 days. Such properties suggested a potential use of smart strain sensors with multifunctional capabilities for applications in wearable electronic devices.","fluidex; related topics, coastal engineering, chemistry, Materials Science","Chemical Engineering (all), Physical and Theoretical Chemistry, Polymers and Plastics, Organic Chemistry, Materials Chemistry"
Characterization of the background for a neutrino search with the HAWC observatory,"Albert A., Alfaro R., Alvarez C., Angeles Camacho J.R., Arteaga-Velazquez J.C., Arunbabu K.P., Belmont-Moreno E., Caballero-Mora K.S., Capistran T., Carraminana A., Casanova S., Cotti U., Cotzomi J., Coutino de Leon S., De la Fuente E., Diaz Hernandez R., DuVernois M.A., Durocher M., Espinoza C., Fan K.L., Fraija N., Garcia D., Garcia-Gonzalez J.A., Garfias F., Gonzalez M.M., Goodman J.A., Huang D., Hueyotl-Zahuantitla F., Huntemeyer P., Iriarte A., Jardin-Blicq A., Kieda D., Lara A., Lee W.H., Leon Vargas H., Longinotti A.L., Luis-Raya G., Malone K., Martinez-Castro J., Matthews J.A., Miranda-Romagnoli P., Morales-Soto J.A., Moreno E., Nayerhoda A., Nellen L., Noriega-Papaqui R., Omodei N., Peisker A., Perez-Perez E.G., Rho C.D., Rosa-Gonzalez D., Sandoval A., Serna-Franco J., Springer R.W., Tollefson K., Torres I., Torres-Escobedo R., Urena-Mena F., Villasenor L., Zhou H., de Leon C.",2022-04-01,"Background suppression, Charged leptons, Earth skimming, Energy thresholds, Me-xico, Search method, Suppression technique, Earth-skimming, Muons, Neutrinos","The close location of the HAWC observatory to the largest volcano in Mexico allows to perform a search for neutrino-induced horizontal muon and tau charged leptons. The section of the volcano located at the horizon reaches values of slant depth larger than 8 km of rock, making it an excellent shield for the cosmic ray horizontal background. We report the search method and background suppression technique developed for the detection of Earth-skimming neutrinos with HAWC, as well as a model that describes the remaining background produced by scattered muons. We show that by increasing the detection energy threshold we could use HAWC to search for neutrino-induced charged leptons.","fluidex; related topics, physics",Astronomy and Astrophysics
A Facile Method to Synthesize b-Oriented Silicalite-1 Thin Film,"Thongkam M., Woramongkolchai S., Saowsupa S., Rungrojchaipon P.",2022-05-01,"Batch composition, Colloidal crystals, Dipcoating methods, Facile method, Hydrothermal, Hydrothermal techniques, Silicalite-1, Structure directing agents, Synthesised, Thin-films, dip-coating method, hydrothermal, membrane, SDA, silicalite-1","Silicalite-1 thin film was prepared with the following batch composition—3TPAOH:25TEOS: 1450H2 O:100EtOH—and synthesized using the hydrothermal technique. Silicalite-1 colloidal crystals were successfully coated on the surface of the silica substrate by the dip-coating method. The investigation of silicalite-1 thin film with organic structure-directing agents (SDA), using a seeding technique with various colloidal seed concentrations, number of dip-coating steps, and crystallization time, were systematically discussed and obtained interesting results. Silicalite-1 powder and Silicalite-1 membrane, the patterns of which showed a unique characteristic crystallography of MFI topology, were characterized by XRD, which indicated the preferred orientation along the b-axis perpendicular to the substrate surface. The morphology and crystal size aspect of Silicalite-1 were also examined by a scanning electron microscope (SEM).","fluidex; related topics, coastal engineering","Chemical Engineering (miscellaneous), Process Chemistry and Technology, Filtration and Separation"
Modern Solutions for Indoor Air Quality Management in Commercial and Residential Spaces,"Kallawicha K., Wongsasuluk P., Chao H.J.",2022-01-01,"Air quality management, Commercial space, Exposed to, Health outcomes, Indoor air pollutants, Indoor air quality, Indoor air quality management, Low ventilation, Management IS, Residential space, Commercial space, Indoor air quality management, Residential space","Indoor air pollutants in certain environments, such as a damp home or a low-ventilation office, are more concentrated indoors than outdoors. As people spend most of their time indoors, there is a high chance that they are exposed to indoor air pollution. This exposure might lead to adverse health outcomes such as allergies, infection, and respiratory diseases. Therefore, proper indoor environment management is crucial for promoting indoor air quality, consequently benefiting the health and well-being of occupants. In commercial spaces, a lot of people gather and perform various activities together, and higher concentrations of indoor air pollution are generated, which leads to accumulation of pollutants if proper management is not achieved, especially during the COVID-19 pandemic when biological pollutants (i.e., viral particle) can accumulate indoors due to poor ventilation environment. In residential spaces, indoor air quality may worsen due to activities such as cooking, painting, using personal care products, and washing. These activities generate indoor air pollution, thus affecting the health of occupants. In addition, poor air quality in microenvironments apparently affects sleep quality. This chapter proposes a concept of indoor air quality management in commercial and residential spaces including sources and control. Moreover, the management technologies have been summarized varying from a simple technique that can be handled by the occupants to a more complicated technique that requires more equipment and professional skill. The methods provided here can benefit the occupants, especially the occupants living in limited-space residences, such as apartment buildings in urban areas.","fluidex; related topics, computer science, physics","Signal Processing, Instrumentation, Computer Science Applications, Computer Networks and Communications, Computational Theory and Mathematics, Artificial Intelligence"
