Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
"Geographic information system and integrated spatial analysis on area selection for weee collection site at buriram province, thailand","Somprasong K., Chitwiwat S., Assawadithalerd M., Prueksasit T.",2020-01-01,"Collection areas, Management of wastes, Pickup trucks, Precise locations, Quality of life, Residential areas, Spatial analysis, Waste collection, Environment site, GPS, Spatial multi-criteria decision making, WEEE","Thailand is now confronting the problem in ineffective management of Waste Electrical and Electronic Equipment (WEEE). This mismanagement can cause many negative effects to both environment and the quality of life of the residential area nearby. One of the common mismanagements for WEEE in Thailand is mostly occurred for WEEE waste collection centers, leading to high possibilities in contamination and spreading of hazardous materials. In this study, the waste collecting area in the north-eastern part of Thailand were selected as an investigation area for monitoring and analyzing the collection-route of the WEEE. Geographic Information System (GIS) were applied to demonstrates the collecting route of the wastes and the precise location of the stakeholders in waste collection and transportation based on recorded GPS data from 9 GPS device, attached to 12 pick-up trucks. The results showed that WEEE was transported from nearby provinces which mainly were Khon Kaen, Chaiyaphum, and Nakhon Ratchasima. Spatial analysis, considered to be one of the most effective geographical method, were applied to designate the suitable area or coordinates based on significant criteria which was regulations regarding to water resources, residential area, and airport. The information of waste collecting route, land use, water resources and regulations were integrated in order to specify the suitable area for the developing of the official WEEE waste collection center. The results of the study indicate that current wastes collection area and transportation should be diminished and the suitable area for setting up the new center can be specified.","water engineeringneering, environmental, computer science","Environmental Engineering, Information Systems"
Serratia marcescens secretes proteases and chitinases with larvicidal activity against Anopheles dirus,"Jupatanakul N., Pengon J., Selisana S.M.G., Choksawangkarn W., Jaito N., Saeung A., Bunyong R., Posayapisit N., Thammatinna K., Kalpongnukul N., Aupalee K., Pisitkun T., Kamchonwongpaisan S.",2020-12-01,"Animals, Anopheles, Chitinases, Insecticides, Larva, Malaria, Mosquito Vectors, Peptide Hydrolases, Serratia marcescens, Anopheles, Entomopathogen, Larvicidal, Mass spectrometry, Microbiota","Vector control, the most efficient tool to reduce mosquito-borne disease transmission, has been compromised by the rise of insecticide resistance. Recent studies suggest the potential of mosquito-associated microbiota as a source for new biocontrol agents or new insecticidal chemotypes. In this study, we identified a strain of Serratia marcescens that has larvicidal activity against Anopheles dirus, an important malaria vector in Southeast Asia. This bacterium secretes heat-labile larvicidal macromolecules when cultured under static condition at 25°C but not 37°C. Two major protein bands of approximately 55 kDa and 110 kDa were present in spent medium cultured at 25°C but not at 37°C. The Liquid Chromatography-Mass Spectrometry (LC-MS) analyses of these two protein bands identified several proteases and chitinases that were previously reported for insecticidal properties against agricultural insect pests. The treatment with protease and chitinase inhibitors led to a reduction in larvicidal activity, confirming that these two groups of enzymes are responsible for the macromolecule's toxicity. Taken together, our results suggest a potential use of these enzymes in the development of larvicidal agents against Anopheles mosquitoes.","genergyal, Health Professionsth, Health Professionsth systems and services, Immunology, Veterinary Science, Agricultural and Biological Sciences, medical","Parasitology, Veterinary (miscellaneous), Insect Science, Infectious Diseases"
Mitochondria and immunity in chronic fatigue syndrome,"Anderson G., Maes M.",2020-12-20,"Animals, Fatigue Syndrome, Chronic, Gastrointestinal Microbiome, Humans, Immunity, Cellular, Mitochondria, Chronic fatigue syndrome, Circadian, Endogenous opioidergic system, Gut microbiome, Immune, Mitochondria, Pathophysiology, Treatment, Vagus nerve, Viral re-awakening","It is widely accepted that the pathophysiology and treatment of myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) could be considerably improved. The heterogeneity of ME/CFS and the confusion over its classification have undoubtedly contributed to this, although this would seem a consequence of the complexity of the array of ME/CFS presentations and high levels of diverse comorbidities. This article reviews the biological underpinnings of ME/CFS presentations, including the interacting roles of the gut microbiome/permeability, endogenous opioidergic system, immune cell mitochondria, autonomic nervous system, microRNA-155, viral infection/re-awakening and leptin as well as melatonin and the circadian rhythm. This details not only relevant pathophysiological processes and treatment options, but also highlights future research directions. Due to the complexity of interacting systems in ME/CFS pathophysiology, clarification as to its biological underpinnings is likely to considerably contribute to the understanding and treatment of other complex and poorly managed conditions, including fibromyalgia, depression, migraine, and dementia. The gut and immune cell mitochondria are proposed to be two important hubs that interact with the circadian rhythm in driving ME/CFS pathophysiology.","cell and developmental biology; membranes and cell transport; cytoplasmic membranes; mitochondria, pharmacology, neuroscience","Pharmacology, Biological Psychiatry"
Heteroatom doped iron-based catalysts prepared by urea self-combustion method for efficient CO2 hydrogenation,"Guo L., Li J., Zeng Y., Kosol R., Cui Y., Kodama N., Guo X., Prasert R., Tharapong V., Liu G., Wu J., Yang G., Yoneyama Y., Tsubaki N.",2020-09-15,"Catalyst preparation, Catalytic hydrogenation, Catalytic performance, CO2 hydrogenation, Iron-based catalyst, Olefin hydrogenation, Self-combustion, Spinel catalyst, Bimetallic catalyst, CO2 hydrogenation, Iron catalyst, Olefins, Spinel structure","This work describes a novel route for the fabrication of heteroatom doped iron-based catalysts (spinel-like structure) through urea self-combustion method, and catalytic performances over these self-combustion catalysts are investigated in detail. It is found that catalytic performances are affected by the properties of doped metals. Owing to the high methanation activity of Ni and Co, NiFe2Ox and CoFe2Ox catalysts present high CH4 selectivity compared to Fe2O3 catalysts. MgFe2Ox exhibits high olefin hydrogenation ability. By contrast, the utilization of Cu and Zn promotes catalytic activity and olefins selectivity via regulating surface CO2 adsorption and carbides content. Among these spinel catalysts, the ZnFe2Ox catalyst shows the best CO2 hydrogenation performance. Enhanced CO2 adsorptions as well as active species of carbides result in the benign hydrogenation behavior. Meanwhile, the effects of Zn/Fe molar ratio are also investigated. It is worth noting that the catalytic performance can be improved regardless of the added amount of Zn promoter. Nevertheless, the catalytic performance reaches the best level when the Zn/Fe molar ratio equals 1/2. The proposed method provides a new strategy different from traditional catalyst preparation process for catalytic hydrogenation of CO2 into highly valuable products.","fluidex; related topics, coastal engineering, energy, chemistry","Chemical Engineering (all), Fuel Technology, Energy Engineering and Power Technology, Organic Chemistry"
Conflicting Orders in Physician Orders for Life-Sustaining Treatment Forms,"Lee R.Y., Modes M.E., Sathitratanacheewin S., Engelberg R.A., Curtis J.R., Kross E.K.",2020-12-01,"Advance Directives, Aged, Chronic Disease, Critical Care, Female, Humans, Life Support Care, Male, Negotiating, Physicians, Resuscitation Orders, Retrospective Studies, advance care planning, goals of care, health policy, POLST, quality improvement","BACKGROUND/OBJECTIVES: Many older persons with chronic illness use Physician Orders for Life-Sustaining Treatment (POLST) to document portable medical orders for emergency care. However, some POLSTs contain combinations of orders that do not translate into a cohesive care plan (eg, cardiopulmonary resuscitation [CPR] without intensive care, or intensive care without antibiotics). This study characterizes the prevalence and predictors of POLSTs with conflicting orders. DESIGN: Retrospective cohort study. SETTING: Large academic health system. PARTICIPANTS: A total of 3,123 POLST users with chronic life-limiting illness who died between 2010 and 2015 (mean age = 69.7 years). MEASUREMENTS: In a retrospective review of all POLSTs in participants' electronic health records, we describe the prevalence of POLSTs with conflicting orders for cardiac arrest and medical interventions, and use clustered logistic regression to evaluate potential predictors of conflicting orders. We also examine the prevalence of conflicts between POLST orders for antibiotics and artificial nutrition with orders for cardiac arrest or medical interventions. RESULTS: Among 3,924 complete POLSTs belonging to 3,123 decedents, 209 (5.3%) POLSTs contained orders to “attempt CPR” paired with orders for “limited interventions” or “comfort measures only”; 745/3169 (23.5%) POLSTs paired orders to restrict antibiotics with orders to deliver non-comfort-only care; and, 170/3098 (5.5%) POLSTs paired orders to withhold artificial nutrition with orders to deliver CPR or intensive care. Among POLSTs with orders to avoid intensive care, orders to attempt CPR were more likely to be present in POLSTs completed earlier in the patient's illness course (adjusted odds ratio = 1.27 per twofold increase in days from POLST to death; 95% confidence interval = 1.18–1.36; P <.001). CONCLUSION: Although most POLSTs are actionable by clinicians, 5% had conflicting orders for cardiac arrest and medical interventions, and 24% had one or more conflicts between orders for cardiac arrest, medical interventions, antibiotics, and artificial nutrition. These conflicting orders make implementation of POLST challenging for clinicians in acute care settings.",medical,Geriatrics and Gerontology
Non-linear impact of textile and clothing manufacturing on economic growth: The case of top-Asian economies,"Hussain H.I., Haseeb M., Kot S., Jermsittiparsert K.",2020-01-01,"Asian economy, Clothing manufacturing, Economic growths, Global market, Local economy, Non-linear impact, Quantile, Textile and clothings, Textile manufacturing, Textile sector, Asian economies, Economic growth, Quantiles, Textile and clothing manufacturing","The potential contribution of the textile sector is not limited to the local economy but it also represents a country’s image in the global market. It carries the initial boom for most emerging nations in their journey towards improved economic growth. The present study employs Quantile on Quantile regression, which is a unique methodology and has the tendency to establish the relationship between variables that are non-linear in nature across various quantile distributions. Moreover, the method stated helps in explaining the asymmetric response in the quantiles of economic growth of the countries studied caused by the quantiles of the textile and clothing industry. The quarterly data ranges from 1990 to 2018, and findings therefrom endorse the presence of a positive relationship between TTC and economic growth in all Asian Countries studied. In addition to this, the direction of the relationships in the quantiles was also evaluated by Granger causality, which revealed the presence of bidirectional causal effects in all countries, excluding Japan, Pakistan and Turkey, where it was found as uni-directional. Lastly, based on the findings, the government and policy making institutions are recommended for the introduction of certain programs that will incentivize and provide subsidies to potential investors, thus relaxing the competition for new entrants in the TTC sector.","fluidex; related topics, Business, Materials Science, environmental, engineering","Business and International Management, Materials Science (miscellaneous), Environmental Science (all), Industrial and Manufacturing Engineering"
Opioids after Surgery in the United States Versus the Rest of the World: The International Patterns of Opioid Prescribing (iPOP) Multicenter Study,"Kaafarani H.M.A., Han K., El Moheb M., Kongkaewpaisan N., Jia Z., El Hechi M.W., Van Wijck S., Breen K., Eid A., Rodriguez G., Kongwibulwut M., Nordestgaard A.T., Sakran J.V., Ezzeddine H., Joseph B., Hamidi M., Ortega C., Lopez Flores S., Gutierrez-Sougarret B.J., Qin H., Yang J., Gao R., Wang Z., Gao Z., Prichayudh S., Durmaz S., Van Der Wilden G., Santin S., Ribeiro M.A.F., Noppakunsomboom N., Alami R., El-Jamal L., Naamani D., Velmahos G., Lillemoe K.D.",2020-12-01,"Adult, Aged, Analgesics, Opioid, Drug Prescriptions, Female, Global Health, Humans, Male, Middle Aged, Pain, Postoperative, Practice Patterns, Physicians', Prospective Studies, United States, analgesics, narcotics, opioid, postoperative pain, prescription","Objective:The International Patterns of Opioid Prescribing study compares postoperative opioid prescribing patterns in the United States (US) versus the rest of the world.Summary of Background Data:The US is in the middle of an unprecedented opioid epidemic. Diversion of unused opioids contributes to the opioid epidemic.Methods:Patients ≥16 years old undergoing appendectomy, cholecystectomy, or inguinal hernia repair in 14 hospitals from 8 countries during a 6-month period were included. Medical records were systematically reviewed to identify: (1) preoperative, intraoperative, and postoperative characteristics, (2) opioid intake within 3 months preoperatively, (3) opioid prescription upon discharge, and (4) opioid refills within 3 months postoperatively. The median/range and mean/standard deviation of number of pills and OME were compared between the US and non-US patients.Results:A total of 4690 patients were included. The mean age was 49 years, 47% were female, and 4% had opioid use history. Ninety-one percent of US patients were prescribed opioids, compared to 5% of non-US patients (P < 0.001). The median number of opioid pills and OME prescribed were 20 (0-135) and 150 (0-1680) mg for US versus 0 (0-50) and 0 (0-600) mg for non-US patients, respectively (both P < 0.001). The mean number of opioid pills and OME prescribed were 23.1 ± 13.9 in US and 183.5 ± 133.7 mg versus 0.8 ± 3.9 and 4.6 ± 27.7 mg in non-US patients, respectively (both P < 0.001). Opioid refill rates were 4.7% for US and 1.0% non-US patients (P < 0.001).Conclusions:US physicians prescribe alarmingly high amounts of opioid medications postoperatively. Further efforts should focus on limiting opioid prescribing and emphasize non-opioid alternatives in the US.",medical,Surgery
Dynamic simulation and control system for chemical looping combustion,"Wanotayaroj T., Chalermsinsuwan B., Piumsomboon P.",2020-02-01,"Aspen dynamics, Bubbling fluidization, Chemical looping combustion, Circulating fluidized bed, Control system performance, Fluidized bed reactors, Heat transfer rate, Oxidation reactions, Aspen Dynamics, Chemical looping combustion, Dynamic simulation, Fluidized bed reactors","Chemical looping combustion (CLC) is a technique for separating carbon dioxide from flue gas. It consists of two main processes: a fuel reactor and an air reactor. In the fuel reactor, fuel reacts with solid metal oxide particles to produce heat, CO2 and H2O vapor which later can be easily separated by the condensation. The reacted solid metal is then sent to the air reactor for regenerating via an oxidation reaction with air before being returned to the fuel reactor. In this study, these reactors in the CLC system are integrated as a circulating fluidized bed system and a dynamic model has been developed for the system. The fuel reactor (or downer) operates in bubbling fluidization regime where the air reactor (or riser) operates in fast fluidization regime. Using the developed dynamic model, the transient responses of various control variables such as the temperature of two fluidized bed reactors, pressure and the liquid level of a condenser have been controlled by manipulating variables such as heat transfer rates of the reactors, gas outlet flow rate and liquid outlet flow rate of the condenser. A proportional–integral–derivative (PID) controller was tuned for controlling purpose. The integral of the absolute value of error (IAE) is used to evaluate the control system performance.","process equipment, energy",Energy (all)
A novel approach to develop spray-dried encapsulated curcumin powder from oil-in-water emulsions stabilized by combined surfactants and chitosan,"Hamad A., Suriyarak S., Devahastin S., Borompichaichartkul C.",2020-11-01,"Chitosan, Curcumin, Drug Compounding, Emulsions, Lecithins, Particle Size, Polysorbates, Powders, Surface-Active Agents, antioxidant activity, bioaccessibility, emulsion stability, encapsulation efficiency, simulated digestion, spray drying","Abstract: In this study, a novel approach to prepare spray-dried encapsulated curcumin powder was investigated. The effects of surfactants viz. Tween 80 (at 0.25 to 0.75% wt) and lecithin (at 1% wt) and of a stabilizer viz. chitosan (at 0 to 0.375% wt) on the characteristics of curcumin-based emulsions as well as on physicochemical properties of the resulting spray-dried encapsulated powder were determined. The optimal emulsion was noted to be the one formulated with 0.50 and 0.25% wt, respectively, of Tween 80 and chitosan (T0.50/C0.25). Spray-dried powder prepared from the optimal emulsion was compared to that prepared from an emulsion with 0.5% Tween 80 and 0% chitosan (T0.50/C0.00), as well as that from an emulsion with 0.25% Tween 80 and 0.25% chitosan (T0.25/C0.25). Physical properties of all powders were not significantly different. However, the encapsulation efficiency of T0.50/C0.25 powder (72.28%) was significantly higher than those of T0.50/C0.00 (47.19%) and T0.25/C0.25 powder (51.61%). Ferric reducing antioxidant powers of T0.50/C0.25 and T0.25/C0.25 powders were comparable but significantly higher than that of T0.50/C0.00 powder. After reconstitution, the mean particle sizes of T0.50/C0.25 and T0.25/C0.25 remained unchanged due to the protection by chitosan. T0.50/C0.00 powder was noted to exhibit the highest bioaccessibility (89.32%) in the simulated gastrointestinal tract. Practical Application: The results of this study can be used as a guideline to develop a stable formulation of curcumin feed emulsion that can later be transformed into an encapsulated powdery form via spray drying. Such a guideline should prove useful for a company looking for a way to produce high-quality functional ingredients and/or products from curcumin.","genergyal, Agricultural and Biological Sciences",Food Science
Cyanidin attenuates methylglyoxal-induced oxidative stress and apoptosis in ins-1 pancreatic β-cells by increasing glyoxalase-1 activity,"Suantawee T., Thilavech T., Cheng H., Adisakwattana S.",2020-05-01,"Animals, Anthocyanins, Apoptosis, Caspase 3, Cells, Cultured, DNA Damage, Gene Expression, Glutathione, Glycation End Products, Advanced, Glycosylation, Insulin-Secreting Cells, Lactoylglutathione Lyase, Oxidative Stress, Pyruvaldehyde, Rats, Reactive Oxygen Species, Apoptosis, Cyanidin, Glyoxalase-1, Methylglyoxal, Pancreatic β-cells, Reactive oxygen species","Recently, the mechanisms responsible for anti-glycation activity of cyanidin and its derivatives on the inhibition of methylglyoxal (MG)-induced protein glycation and advanced glycation-end products (AGEs) as well as oxidative DNA damage were reported. In this study, we investigated the protective effect of cyanidin against MG-induced oxidative stress and apoptosis in rat INS-1 pancreatic β-cells. Exposure of cells to cytotoxic levels of MG (500 µM) for 12 h caused a significant reduction in cell viability. However, the pretreatment of cells with cyanidin alone (6.25–100 µM) for 12 h, or cotreatment of cells with cyanidin (3.13–100 µM) and MG, protected against cell cytotoxicity. In the cotreatment condition, cyanidin (33.3 and 100 µM) also decreased MG-induced apoptosis as determined by caspase-3 activity. Furthermore, INS-1 cells treated with MG increased the generation of reactive oxygen species (ROS) during a 6 h exposure. The MG-induced increase in ROS production was inhibited by cyanidin (33.3 and 100 µM) after 3 h stimulation. Furthermore, MG diminished the activity of glyoxalase 1 (Glo-1) and its gene expression as well as the level of total glutathione. In contrast, cyanidin reversed the inhibitory effect of MG on Glo-1 activity and glutathione levels. Interestingly, cyanidin alone was capable of increasing Glo-1 activity and glutathione levels without affecting Glo-1 mRNA expression. These findings suggest that cyanidin exerts a protective effect against MG-induced oxidative stress and apoptosis in pancreatic β-cells by increasing the activity of Glo-1.","Agricultural and Biological Sciences, Nursing","Food Science, Nutrition and Dietetics"
Influence of the spatial variability of hydraulic parameters on rainfall-induced landslides,"Nguyen T.S., Likitlersuang S.",2020-01-01,"Cholesky decomposition, Numerical procedures, Probabilistic analysis, Rainfall induced landslides, Rainfall infiltration, Random finite element method (RFEM), Soil-water characteristic curve, Unsaturated soil slopes, Permeability, Probabilistic analysis, Rainfall infiltration, Random field, Slope stability, Soil water characteristic curve","The effect of rainfall-induced landslides is usually characterised by hydraulic parameters of soil such as saturated permeability (ks) and soil water characteristic curve (SWCC). The main objective of this paper is to investigate the influence of spatial variability of hydraulic parameters on slope stability of unsaturated soil during rainfall infiltration. The spatial variability of ks and van Genuchten parameters (a, n) are simulated by random field theory using the Cholesky decomposition technique. An infinite unsaturated soil slope model is employed for stability analysis. A transient seepage analysis is conducted by random finite element method (RFEM) to obtain the pore water pressure distribution. Next, a stability analysis is performed to indicate the failure mechanism of slope. A numerical procedure for a probabilistic analysis of slope is performed based on Monte Carlo simulation. The results show that the failure probability of slope is highly influenced by the spatial variability of SWCC.","fluidex; related topics, earth sciences",Geotechnical Engineering and Engineering Geology
Tetrahydroxanthone–chromanone heterodimers from lichen Usnea aciculifera and their cytotoxic activity against human cancer cell lines,"Tuong T.L., Do L.T.M., Aree T., Wonganan P., Chavasiri W.",2020-11-01,"Antineoplastic Agents, Biological Products, Cell Line, Tumor, Humans, Molecular Structure, Parmeliaceae, Vietnam, Xanthones, Cytotoxicity, Dimeric xanthones, Tetrahydroxanthone chromanone heterodimers, Usnea aciculifera, Usneaxanthones E–H","Four new tetrahydroxanthone–chromanone heterodimers, usneaxanthones E–H (1–4) together with eleven known compounds (5–15) were isolated from lichen Usnea aciculifera Vain (Parmeliaceae). Their structures and absolute configurations, particularly the central and axial chiralities, were unambiguously demonstrated by a combination of spectroscopic data (1D, 2D NMR, HRESIMS), electronic circular dichroism (ECD) experiments, and single-crystal X-ray crystallographic analyses. The cytotoxicity of new compounds was evaluated on four human cancer cell lines including HCT116 colorectal cancer, MCF-7 breast cancer, A549 lung cancer, and OVCAR-3 ovarian cancer. Compounds 1–4 exhibited good cytotoxicity against all tested cancer cell lines, except ovarian cancer, with the best IC50 value of 3.37 μM. All compounds showed potent cytotoxicity against HCT116 colon cancer with IC50 value from 3.37 to 4.53 μM.",pharmacology,"Pharmacology, Drug Discovery"
Extraocular muscle insertion shift after disinsertion during strabismus surgery,"Honglertnapakul W., Capo H., Cavuoto K.M., McKeown C.A.",2020-04-02,"Adolescent, Adult, Aged, Aged, 80 and over, Child, Child, Preschool, Eye Movements, Female, Humans, Infant, Male, Middle Aged, Oculomotor Muscles, Ophthalmologic Surgical Procedures, Strabismus, insertion shift, Limbal-insertion distance, rectus muscle insertion","Purpose: To quantify the amount of insertion shift after disinsertion of the rectus muscles and identify factors that may influence the shift. Methods: Patients who underwent rectus muscle surgery between November 2018 and April 2019 were included. During surgery, the limbal-insertion distance (LID) distance was measured in millimeters with calipers from the limbus to the center of the insertion at the anterior border of the rectus muscle prior to and after disinsertion. The primary outcome was the shift of the rectus muscle insertion after disinsertion. This was calculated by subtracting the LID after disinsertion from the LID before disinsertion. The secondary outcome was the identification of preoperative and intraoperative factors that influenced insertion shift. Randomization was performed to select one rectus muscle per patient. Patients with a history of prior scleral buckle procedure, glaucoma drainage device, orbital wall fracture and strabismus surgery in the same rectus muscle were excluded. Results: 110 patients were included. The median (Q1, Q3) LID before disinsertion was shortest for the medial rectus muscle [5.0 (4.5, 6.0)], followed by lateral rectus muscle [6.0 (6.0, 7.0)] and inferior rectus muscle [6.0 (5.5, 7.0)]. The overall median (Q1, Q3) insertion shift was 1.0 (0.8, 1.0) mm (p < .001), which did not significantly differ between each rectus muscle subgroup (p = .158). Factors that influenced the amount of shift were moderate to severe restriction on forced duction testing (FDT) (B = 0.320, SE = 0.105, p = .003) and longer LID before disinsertion (B = 0.172, SE = 0.036, p < .001). Conclusions: We found a significant anterior insertion shift after disinsertion of rectus muscles. Moderate to severe restriction on FDT and longer LID before disinsertion can result in larger insertion shifts.","ophthalmology, medical",Ophthalmology
High sensitivity room temperature sulfur dioxide sensor based on conductive poly(p-phenylene)/ZSM-5 nanocomposite,"Choeichom P., Sirivat A.",2020-09-15,"Electrical conductivity, Gas sensing material, Limit of detection, Operating temperature, Poly (p-phenylene), Poly(p-phenylene)s, Relative electrical conductivities, Sensing performance, Nanocomposite, Poly(p-phenylene), Sensing material, Sulfur dioxide, Zeolite","Recently, there has been growing interests in the development of composite materials as the new alternative gas sensing materials for replacing metal oxide based sensors which require the elevated operating temperature. Herein, we reported the fabrication and testing of new sensing composite materials based on the conductive poly(p-phenylene) (PPP) nanoparticle and zeolites for sulfur dioxide (SO2) detection at room temperature under the effects of doping, zeolite type, zeolite content, SO2 concentration as well as interferences and humidity. The relative electrical conductivity response depended critically on the doping agent type, doping ratio, and doping temperature. The addition of porous zeolites into the doped-PPP (dPPP) matrix induced the improvement in selectivity and sensing performances towards SO2 as it promoted more surface area for SO2 adsorption and its new synergistic effect with the conductive dPPP, related to the additional conductive polymer doping from the dissolution of the SO2 in intrazeolitic water as identified and reported here. Among all materials, the dPPP/ZSM-5 composite with perchloric acid (HClO4) as the doping agent, the doping ratio of 50:1, the doping temperature of 70 °C, and the zeolite content of 30% exhibited the highest relative response of 25.42 towards 500 mg L−1 SO2 with good repeatability. This composite provided the SO2 sensitivity of 0.0483 L mg−1 with R2 of 0.9927 and the limit of detection (LOD) of 5 mg L−1 as determined from the electrical conductivity signal to noise ratio. The present sensing material is a potential candidate in the practical detection of SO2 at room temperature.","environmentalronmental Health Professionsth and pollution control, fluidex; related topics, chemistry, biochemistryistry, environmental","Analytical Chemistry, Biochemistry, Environmental Chemistry, Spectroscopy"
Forecasting Inbound Tour Daily Demand with Multi Seasonality Pattern: A Case Study of a Tour Operator in Thailand,"Niamjoy P., Phumchusri N.",2020-04-01,"Accurate modeling, Exogenous variables, Mean absolute error, Resource planning, Seasonal autoregressive integrated moving averages, Seasonal patterns, Time series models, Tour operator, component, forecasting, SARIMA, SARIMAX, TBATS, tour operators, tourism industry","Tour operators is playing an important role in Tourism industry which is the essential part of industries for Thai economy. Accurate tourist forecasting is very important input for resource planning (e.g., tour guides, vehicle, etc.) for Tour operators. This paper proposes and compares time-series models to forecast daily demand (number of tourists) for a case study tour operator using the Seasonal Autoregressive Integrated Moving Average model (SARIMA), Seasonal Autoregressive Integrated Moving Average model with exogenous variables model (SARIMAX) and Trigonometric ARMA errors, trend and multiple seasonal patterns (TBATS). The performances are evaluated in terms of Mean Absolute Error (MAE) and Mean Absolute Scaled Error (MASE). The results show that TBATS is the overall most accurate model to forecast the number of tourists using this tour operator's services. Comparing with the same day last year method (the present method which is the case-study company's existing model), TBATS can reduce errors by 48.9% for tour A, 30.6% for tour B and 15.8% for tour C, respectively.","fluidex; related topics, decision sciences, engineering, Mathematics","Management Science and Operations Research, Aerospace Engineering, Biomedical Engineering, Electrical and Electronic Engineering, Industrial and Manufacturing Engineering, Control and Optimization"
Scalable Hyper-Ellipsoidal Function with Projection Ratio for Local Distributed Streaming Data Classification,"Rungcharassang P., Lursinsap C.",2020-01-01,"Classification accuracy, Computational time, Curse of dimensionality, Discriminant vectors, Distributed streaming, Generic structure, Learning methods, Regularization parameters, discard-after-learn, discriminant analysis, incremental learning, projection ratio, Streaming data classification","Learning streaming data with limited size of memory storage becomes an interesting problem. Although there have been several learning methods recently proposed, based on the interesting concept of discard-after-learn, the performance of these issues: the learning speed, number of redundant neurons, and classification accuracy of these methods can be further improved in terms of faster speed, less number of neurons, and higher accuracy. The following new concepts and approaches were proposed in this paper: (1) a more generic structure of hyper-ellipsoidal function called Scalable Hyper-Ellipsoidal Function (SHEF) capable of handling the problem of a curse of dimensionality by introducing a regularization parameter into the covariance matrix of SHEF; (2) a new recursive function to update the covariance matrix of SHEF based on only the incoming data chunk; (3) a fast and easy conditions to test the states of being overlapped, inside, and touching of two SHEFs; (4) a new distance measure for determining the class of a queried datum based on the projected distance on only one discriminant vector, namely the Projection Ratio. The experimental results show the significant improvement when compared with the results from VLLDA, ILDA, LOL, VEBF, and CIL in terms of classification accuracy, the number of generated neurons, and computational time.","fluidex; related topics, computer science, Materials Science, engineering","Computer Science (all), Materials Science (all), Engineering (all), Electrical and Electronic Engineering"
Cell-Free Hemoglobin Is Associated With Increased Vascular Resistance and Reduced Peripheral Perfusion in Severe Malaria,"Kingston H.W.F., Ghose A., Rungpradubvong V., Satitthummanid S., Herdman M.T., Plewes K., Ishioka H., Leopold S.J., Sinha I., Intharabut B., Piera K., McNeil Y., Mohanty S., Maude R.J., White N.J., Day N.P.J., Yeo T.W., Hossain M.A., Anstey N.M., Dondorp A.M.",2020-01-01,"Adult, Arginine, Arterial Pressure, Bacteremia, Case-Control Studies, Echocardiography, Female, Hematocrit, Hemoglobins, Humans, Malaria, Falciparum, Male, Middle Aged, Nitric Oxide, Patient Acuity, Regional Blood Flow, Vascular Resistance, Young Adult, cell-free hemoglobin, hemodynamics, nitric oxide, Severe malaria, vascular resistance, vascular tone","BACKGROUND: In severe falciparum malaria, unlike sepsis, hypotension on admission is uncommon. We hypothesized that low nitric oxide bioavailability due to the presence of cell-free hemoglobin (CFH) increases vascular tone in severe malaria. METHODS: Patients with severe malaria (n = 119), uncomplicated malaria (n = 91), or suspected bacterial sepsis (n = 56), as well as healthy participants (n = 50), were recruited. The systemic vascular resistance index (SVRI) was estimated from the echocardiographic cardiac index and the mean arterial pressure. RESULTS: SVRI and hematocrit levels were lower and plasma CFH and asymmetric dimethylarginine levels were higher in patients with malaria, compared with healthy participants. In multivariate linear regression models for mean arterial pressure or SVRI in patients with severe malaria, hematocrit and CFH but not asymmetric dimethylarginine were significant predictors. The SVRI was lower in patients with suspected bacterial sepsis than in those with severe malaria, after adjustment for hematocrit and age. Plasma CFH levels correlated positively with the core-peripheral temperature gradient and plasma lactate levels and inversely with the perfusion index. Impaired peripheral perfusion, as reflected by a low perfusion index or a high core-peripheral temperature gradient, predicted mortality in patients with severe malaria. CONCLUSIONS: CFH is associated with mean arterial pressure, SVRI, and peripheral perfusion in patients with severe malaria. This may be mediated through the nitric oxide scavenging potency of CFH, increasing basal vascular tone and impairing tissue perfusion.",medical,Medicine (all)
Characterization of graphene grown by direct-liquid-injection chemical vapor deposition with cyclohexane precursor in N2 ambient,"Intaro T., Hodak J., Suwanyangyaun P., Botta R., Nuntawong N., Niki M., Kosuga S., Watanabe T., Koh S., Taychatanapat T., Sanorpim S.",2020-04-01,"Cu foil, Device fabrications, Field effects, Graphene films, Liquid injections, Peak intensity, Total pressure, Transfer process, Cu foil, Cyclohexane, Direct-liquid-injection chemical vapor deposition, Graphene","We synthesize graphene films by direct-liquid-injection chemical vapor deposition (DLI-CVD) method with cyclohexane precursor (C6H12) in N2 ambient. This process offers a safer, and more economical route for large-scale graphene production in which hydrogen gas is not required. Graphene films are grown on Cu foil substrates at 890 to 980 °C for 10 min in the total pressure of 2 mbar. The flow rate of cyclohexane is varied between 0.2 and 0.5 g/min. The Raman results shows continuous monolayer graphene films at growth temperature of 950 °C and a flow rate of 0.5 g/min. Hall and field-effect measurements show mobilities in the range of 450–800 cm2/V·s. The relatively low D peak intensity suggests that carrier mobility is likely limited by impurities introduced to the devices during transfer process and device fabrication.","fluidex; related topics, Materials Science, chemistry, engineering, physics","Electronic, Optical and Magnetic Materials, Chemistry (all), Mechanical Engineering, Physics and Astronomy (all), Materials Chemistry, Electrical and Electronic Engineering"
