Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
Gel electromembrane microextraction followed by ion chromatography for direct determination of iodine in supplements and fortified food samples: Green chemistry for food analysis,"Alahmad W., Kraiya C., Varanusupakul P., Tabani H., Varanusupakul P.",2021-10-01,"B-y Ions, Egg, Electro-membranes, Fortified foods, Gel electromembrane extraction, Green-chemistry, Iodate, Iodide ion, Microextraction, Total iodines, Calibration, Chromatography, Dietary Supplements, Food Analysis, Food, Fortified, Green Chemistry Technology, Iodates, Iodides, Iodine, Limit of Detection, Liquid Phase Microextraction, Membranes, Artificial, Eggs, Gel electromembrane extraction, Green chemistry, Iodate, Ion chromatography, Total iodine","In this study, a sensitive, selective, and environmentally friendly analytical method for direct extraction and preconcentration of iodine was developed. Iodine, as an iodate ion or iodide ion, was simultaneously extracted and preconcentrated by gel electromembrane microextraction (G-EME) and analyzed for total iodine by ion chromatography. The total iodine was determined by combining the peak areas of both iodate and iodide ions. Under the optimized conditions, linear calibration for iodine using a mixture of iodate and iodide ions was obtained from 10 to 100 µg L–1 (r2 > 0.996). The detection limit was 7.0 µg L–1. Recoveries of spiked iodine (as iodate) in the samples were greater than 90%. The method was applied for the determination of iodine in dietary supplements and fortified food samples, i.e., iodine-enriched eggs. Our developed method could be directly applied for the determination of iodine in different matrix samples including eggs without a pretreatment step.","clinical and experimental biochemistryistryhemistry, mixing and separation, chemistry, Agricultural and Biological Sciences","Analytical Chemistry, Food Science"
Design of hybrid pellet catalysts of WO3/Si-Al and PtIn/hydrotalcite via dehydrogenation and metathesis reactions for production of olefins from propane,"Sripinun S., Lorattanaprasert K., Gayapan K., Suriye K., Wannakao S., Praserthdam P., Assabumrungrat S.",2021-01-16,"Dehydrogenation catalysts, Metathesis reactions, Operating condition, Optimal parameter, Spherical particle, Core-shell pellet catalyst, Dehydrogenation, Internal diffusion, Metathesis, Pellet catalyst design","The design of hybrid pellet catalysts for dehydrogenation and metathesis of propane to olefins was investigated. Reaction kinetics and mathematical models of pellet catalysts in a reactor were developed and simulated using gPROMS. Three types of pellet catalysts including uniformly mixed, dehydrogenation-core (MDM) and dehydrogenation-shell (DMD) were compared with physically mixed pellet catalysts. A sensitivity analysis of operating conditions, ratios, types and sizes of pellet catalysts were performed to determine the optimal parameters offering a maximum alkene yield. The most suitable pellet catalyst type was DMD. Depending on operating conditions, the optimal DMD had a core metathesis diameter of between 0.28 and 3.43 mm, with spherical particles between 1 and 7 mm in diameter. The optimal DMD showed increased alkene yield up to 43%, while alkene selectivity improved by 25–35% from the base case. The amount of dehydrogenation catalysts reduced from the base case by approximately 59%.","fluidex; related topics, chemistry, coastal engineering, engineering","Chemistry (all), Chemical Engineering (all), Industrial and Manufacturing Engineering"
Dynamic assessments of hepatic encephalopathy and ammonia levels predict mortality in acute-on-chronic liver failure,"Verma N., Dhiman R.K., Choudhury A., Taneja S., Duseja A., Singh V., Al Mahtab M., Devarbhavi H., Shukla A., Ning Q., Hamid S.S., Butt A.S., Jafri W., Tan S.S., Hu J., Zhongping D., Treeprasertsuk S., Lee G.H., Ghazinyan H., Lesmana L.A., Sood A., Midha V., Goyal O., Kim D.J., Eapen C.E., Goel A., Tao H., Shaojie X., Yuemin N., Dokmeci A.K., Sahu M., Singh A., Arora A., Kumar A., Kumar R., Prasad V.G.M., Shresta A., Sollano J., Payawal D.A., Shah S., Rao P.N., Kulkarni A., Lau G.K., Sarin S.K.",2021-08-01,"Acute-On-Chronic Liver Failure, Ammonia, Hepatic Encephalopathy, Humans, Liver Cirrhosis, Prognosis, Severity of Illness Index, ACLF, Altered sensorium, Cirrhosis, Delirium, Hepatic coma, Liver failure, Natural history, Outcomes, Predictive models, Survival","Background: We evaluated the dynamics of hepatic encephalopathy (HE) and ammonia estimation in acute-on-chronic liver failure (ACLF) patients due to a paucity of evidence. Methods: ACLF patients recruited from the APASL-ACLF Research Consortium (AARC) were followed up till 30 days, death or transplantation, whichever earlier. Clinical details, including dynamic grades of HE and laboratory data, including ammonia levels, were serially noted. Results: Of the 3009 ACLF patients, 1315 (43.7%) had HE at presentation; grades I–II in 981 (74.6%) and grades III–IV in 334 (25.4%) patients. The independent predictors of HE at baseline were higher age, systemic inflammatory response, elevated ammonia levels, serum protein, sepsis and MELD score (p < 0.05; each). The progressive course of HE was noted in 10.0% of patients without HE and 8.2% of patients with HE at baseline, respectively. Independent predictors of progressive course of HE were AARC score (≥ 9) and ammonia levels (≥ 85 μmol/L) (p < 0.05; each) at baseline. A final grade of HE was achieved within 7 days in 70% of patients and those with final grades III–IV had the worst survival (8.9%). Ammonia levels were a significant predictor of HE occurrence, higher HE grades and 30-day mortality (p < 0.05; each). The dynamic increase in the ammonia levels over 7 days could predict nonsurvivors and progression of HE (p < 0.05; each). Ammonia, HE grade, SIRS, bilirubin, INR, creatinine, lactate and age were the independent predictors of 30-day mortality in ACLF patients. Conclusions: HE in ACLF is common and is associated with systemic inflammation, poor liver functions and high disease severity. Ammonia levels are associated with the presence, severity, progression of HE and mortality in ACLF patients.",medical,Hepatology
Investigation of hybrid InSb and GaSb quantum nanostructures,"Zon, Korkerdsantisuk T., Sangpho A., Thainoi S., Prasatsap U., Kiravittaya S., Thornyanadacha N., Tandaechanurat A., Nuntawong N., Sopitpan S., Yordsri V., Thanachayanont C., Kanjanachuchai S., Ratanathammaphan S., Panyakeow S.",2021-01-15,"Cross-sectional structures, Electrical current, Illumination intensity, P-n heterojunctions, Quantum nanostructures, Spectral response, Stranski-Krastanov mode, Temperature dependent photoluminescences, GaSb, Hybrid type II nanostructures, InSb, Molecular beam epitaxy","Hybrid InSb and GaSb nanostructures (NSs) with different repeated cycles; one, two and four, are inserted in double AlGaAs/GaAs heterostructures by molecular beam epitaxy in Stranski-Krastanov mode. Their morphologies and cross-sectional structure are inspected by atomic force microscopy and transmission electron microscopy. Raman spectroscopy reveals the effect of strains produced by the presence of InSb and GaSb NSs. Optical properties of hybrid InSb and GaSb NSs are investigated by power- and temperature-dependent photoluminescence (PL) spectroscopy. Broad and strong PL emission of hybrid NSs are observed from 20 K to room temperature. The Ohmic contacts are performed by gold alloys metallization and gold bonding on the p-n heterojunction devices for electrical current density-voltage characterization of the devices. Photovoltaic effect of hybrid quantum NS-devices with different NS-cycles are tested and recorded under various illumination intensities. Spectral response at long wavelength in infrared region beyond 1 μm originated from the presence of hybrid NSs is detected.","fluidex; related topics, Materials Science, physics, engineering","Electronic, Optical and Magnetic Materials, Atomic and Molecular Physics, and Optics, Condensed Matter Physics, Surfaces, Coatings and Films, Electrical and Electronic Engineering"
"Candidone inhibits migration and invasion, and induces apoptosis in HepG2 cells","Boonyarat C., Sangchavee K., Plekratoke K., Yenjai C., Reubroycharoen P., Kaewamatawong R., Waiwut P.",2021-01-01,"Apoptosis, Cell Movement, Cell Proliferation, Down-Regulation, eIF-2 Kinase, Flavones, Hep G2 Cells, Hepatoblastoma, Humans, Liver Neoplasms, Matrix Metalloproteinase 9, Metalloendopeptidases, Neoplasm Invasiveness, Signal Transduction, Apoptosis, Cancer, Candidone, Derris indica, Invasion, Migration","The aim of the study was to investigate the inhibitory activity of candidone, the active constituent of Derris (D.) indica, on the proliferation, migration, and invasiveness of human hepatoblastoma (HepG2) cells. Cancer cell death was assessed using a 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) assay, and apoptosis-associated morphological changes were observed by phase contrast microscopy. Additionally, Western blotting was used to study protein expression following treatment with candidone, and transwell migration and invasion assays were used for observing cancer cell migration and invasiveness, respectively. The results suggest that candidone possesses potent inhibitory activity against HepG2 cells (concentration, 100 μM; 24 h treatment). Cancer cells treated with candidone exhibited apoptosis-associated changes, including detachment, cell shrinkage and death. Furthermore, candidone was shown to promote cell death by activating caspase-3 and -9, and decreasing the expression of antiapoptotic proteins, including p65, induced myeloid leukemia cell differentiation protein Mcl-1, B-cell lymphoma 2 (Bcl2), Bcl2-associated agonist of cell death and survivin. Moreover, candidone inhibited the migration and invasion abilities of HepG2 cells and decreased the levels of proteins associated with these processes, including phospho-p38 and active matrix metallopeptidase 9. Collectively, the results of the present study indicate that candidone is able to inhibit the proliferation, migration and invasive potential of HepG2 cells.",pharmacology,"Pharmacology, Pharmaceutical Science"
Fabrication of silicon nanowires by metal-catalyzed electroless etching method and their application in solar cell,"TUNGHATHAITHIP N., LERTVACHIRAPAIBOON C., SHINBO K., KATO K., TUNGASMITA S., BABA A.",2021-06-01,"Hybrid solar cells, Inorganic semiconductors, Localized surface plasmon, Low costs, Metal-catalyzed electroless etchings, Power conversion efficiencies, Silicon nanowires, AuNPs, Hybrid solar cell, MCEE method, PEDOT:PSS, SiNWs","We fabricated silicon nanowires (SiNWs) using a metalcatalyzed electroless etching method, which is known to be a low-cost and simple technique. The SiNW arrays with a length of 540 nm were used as a substrate of SiNWs/PEDOT:PSS hybrid solar cell. Furthermore, gold nanoparticles (AuNPs) were used to improve the light absorption of the device due to localized surface plasmon excitation. The results show that the short-circuit current density and the power conversion efficiency increased from 22.1 mA/cm2to 26.0 mA/cm2 and 6.91% to 8.56%, respectively. The advantage of a higher interface area between the organic and inorganic semiconductors was established by using SiNW arrays and higher absorption light incorporated with AuNPs for improving the performance of the developed solar cell.","fluidex; related topics, Materials Science, engineering","Electronic, Optical and Magnetic Materials, Electrical and Electronic Engineering"
"Review on hydrothermal liquefaction aqueous phase as a valuable resource for biofuels, bio-hydrogen and valuable bio-chemicals recovery","Swetha A., ShriVigneshwar S., Gopinath K.P., Sivaramakrishnan R., Shanmuganathan R., Arun J.",2021-11-01,"Aqueous phasis, Bio-chemicals, Bio-hydrogen, Bio-oils, Hydrothermal liquefaction-aqueous phase, Hydrothermal liquefactions, Industrial scale, Liquefaction process, Reaction media, Reuse, Biofuels, Biomass, Hydrogen, Temperature, Water, Bio-chemicals, Bio-hydrogen, Bio-oil, Gasification, HTL-aqueous phase, Hydrothermal liquefaction","Hydrothermal liquefaction (HTL) of biomass results in the formation of bio-oil, aqueous phase (HTL-AP), bio-char, and gaseous products. Safer disposal of HTL-AP is difficult on an industrial scale since it comprises low molecular acid compounds. This review provides a comprehensive note on the recent articles published on the effective usage of HTL-AP for the recovery of valuable compounds. Thermo-chemical and biological processes are the preferred techniques for the recovery of biofuel, platform chemicals from HTL-AP. From this review, it was evident that the composition of HTL-AP and product recovery are the integrated pathways, which depend on each other. Substitute as reaction medium in HTL process, growth medium for algae and microbes are the most common mode of reuse and recycle of HTL-AP. Future research is needed to depict the mechanism of HTL process when HTL-AP is used as a reaction medium on an industrial scale. Need to find a solution for the hindrance in commercializing HTL process and recovery of value-added compounds from HTL-AP from lab scale to industry level. Integrated pathways on reuse and HTL-AP recycle helps in reduced environmental concerns and sustainable production of bio-products.","fluidex; related topics, geobase; related topics, environmental, chemistry, medical","Environmental Engineering, Chemistry (all), Environmental Chemistry, Pollution, Public Health, Environmental and Occupational Health, Health, Toxicology and Mutagenesis"
"Success Factors of Business Continuity Management Implementation Using Analytic Hierarchy Process-A case study of an automotive part company in Ayutthaya Province, Thailand","Sapapthai S., Leelawat N., Tang J., Kodaka A., Ino E.",2021-04-02,"Analytical Hierarchy Process, Business continuity management, Critical success factor, Management capabilities, Management projects, Management team, Success factors, Team members, Analytical hierarchy process (AHP), Business continuity management (BCM), Critical success factors (CSFs)","Business Continuity Management (BCM) is widely recognized as one of the most effective programs for organizations to maintain or resume their activities in the face of disruptions. A better understanding of Critical Success Factors (CSFs) of BCM will increase the chance of success in applied projects, which is still not clearly identified. This study aims to fill in this gap. The potential success factors were identified by using the Delphi study with ten BCM experts. Then, they have been identified as four main categories and twenty sub-categories. According to this, a questionnaire was created and distributed to employees who have experience of involving with the BCM project in the research company. In total, 22 effective surveys were collected, and the response rate is 85%. Further, the Analytical Hierarchy Process (AHP) was used to analyze the questionnaire survey. As a result of AHP, the consistency values (CR) of all categories were calculated less than 0.1, which reveals that the decisions made by all the employees were consistent. The results show that the BCM Capability is the most important category leading to the BCM success. In the BCM capability, the most influential sub-categories was identified as Competent BCM project manager, Mutual understanding among BCM team members, BCM expertise of BCM team members, Strong relationship and involvement of BCM team members, and Aligned BCM needs of team members, respectively.","fluidex; related topics, computer science","Software, Human-Computer Interaction, Computer Vision and Pattern Recognition, Computer Networks and Communications"
Growth-climate relationships and long-term growth trends of the tropical forest tree choerospondias axillaris (Anacardiaceous) in east-central Thailand,"Surayothee W., Buajan S., Fu P., Pumijumnong N., Fan Z., Panthi S., Finnegan P.M., Zhang Y., Chen Y., Tor-Ngern P., Chanthorn W., Nathalang A., Brockelman W.Y.",2021-12-01,"Broad-leaved forests, Choerospondias axillari, Forest dynamics, Growth patterns, Growth/climate response, Long-term growth pattern, Long-term growths, Mo singto forest dynamic plot, Thailand, Tree rings, Tropical broad-leaved forest, Choerospondias axillaris, Growth-climate response, Long-term growth pattern, Mo Singto Forest dynamic plot, Thailand, Tree rings, Tropical broad-leaved forests","Tropical forests play important roles in global carbon cycling. Tree-ring analysis can provide important information for understanding long-term trends in carbon-fixation capacity under climate change. However, tree-ring studies in tropical regions are limited. We carried out a tree-ring analysis to investigate the dendrochronological potential of the tropical forest tree Choerospondias axillaris (Anacardiaceae) in east-central Thailand. Our study focused on growth-climate relationships and long-term growth trends. A chronology was constructed covering the period from 1932 to 2019. The tree-ring width index of C. axillaris was positively correlated with precipitation in June, July, and October. Furthermore, growth of C. axillaris was positively correlated with the Standard-ized Precipitation-Evapotranspiration Index (SPEI) from July to October, indicating that growth of C. axillaris is mainly limited by moisture availability in the late monsoon season. Moving correlation analysis further revealed the consistency and temporal stability of the relationship of tree growth with monsoon season precipitation and SPEI during the period under study. There was a significant increasing trend in long-term growth from 1932 to 2002 (slope = 0.017, p < 0.001); however, long-term growth decreased from 2003 to 2019 (slope = −0.014, p < 0.001). Our study provides important insight into the growth-climate correlations of a broad-leaved tree species in a dry evergreen forest in tropical Asia.","the atmosphere, plant ecology; genergyal, Agricultural and Biological Sciences",Forestry
Enhancing Arsenic Phytoextraction of Dwarf Napier Grass (Pennisetum purpureum cv. Mott) from Gold Mine Tailings by Electrokinetics Remediation with Phosphate and EDTA,"Boonmeerati U., Sampanpanish P.",2021-10-01,"Above ground biomass, Assisted phytoremediation, Charged species, Electro-kinetic, Pennisetum purpureum, Phytoextraction, Translocation factor, X-ray absorption near-edge structure, Arsenic, Dwarf Napier grass, EDTA, Electrokinetic-assisted phytoremediation, Electrokinetics remediation, Gold-mine tailings, Phosphate","In order to study the efficiency of arsenic (As) removal from gold-mine tailings by electrokinetic-assisted phytoremediation (EAPR), a constant direct current (DC) electric field of 1 V/cm (3 h per day) was applied to dwarf Napier grass (Pennisetum purpureum cv. Mott) seedling pots. Furthermore, the influence of the enhancing agent on As uptake was compared with the addition of PO43- at levels of 0.7 (P1), 1.4 (P2), and 2.8 (P3) mmol/kg, and ethylenediaminetetraacetic acid (EDTA) at levels of 2.5 (E1), 5 (E2), and 10 (E3) mmol/kg. The increase in the enhancing agent level resulted in a significant (p ≤ 0.05) decrease in aboveground biomass and SPAD values. This was due to the high levels of the enhancing agent inducing a high As concentration in the aboveground parts of the grass. The optimum level of P2 caused the labile As at the anode to form mainly in the charged species throughout the experiment. This caused P2 to have 2.62 μg/g of As in its aboveground parts, which was 38.93% of the total accumulated As. The optimum level of E1 returned a similar As concentration of 2.27 μg/g in the aboveground parts, which was 41.34% of the total accumulated As, corresponding to the highest translocation factor (TF). Moreover, As K-edge X-ray absorption near-edge structure (XANES) spectra of mine tailings at the anodes of P2 and E1 indicated that the oxidation of As(-I) to As(V) increased. This caused As in mine tailings to be more phytoavailable and also enhanced the translocation of As from the underground to the aboveground parts of the grass.","fluidex; related topics, pollution and waste management - non-radioactive, environmental, coastal engineering, earth sciences","Environmental Engineering, Environmental Chemistry, Chemical Engineering (all), Water Science and Technology, Geotechnical Engineering and Engineering Geology, Waste Management and Disposal"
TMN4 complex embedded graphene as bifunctional electrocatalysts for high efficiency OER/ORR,"Xue Z., Zhang X., Qin J., Liu R.",2021-04-01,"Bi-functional catalysts, Bifunctional electrocatalysts, Electrocatalytic activity, Electrocatalytic performance, Energy conversion and storages, High-efficiency, Oxygen evolution reaction (oer), Synergistic effect, First-principles calculations, N-doped graphene, Oxygen evolution reaction, Oxygen reduction reaction, Transition Metal-N4 cluster","Developing highly active bifunctional electrocatalysts for oxygen evolution reaction (OER) and oxygen reduction reaction (ORR) is of great significance in energy conversion and storage technologies. In this study, we systematically investigated the OER/ORR electrocatalytic activity of TMN4@G system by using density functional theory (DFT) calculations. Globally, IrN4@G is a very promising bifunctional catalyst for both OER and ORR with the extremely low overpotentials of 0.30 and 0.26 V, respectively. Such outstanding electrocatalytic performance is mainly attributed to the synergistic effect of Ir and N. More importantly, by constructing 2D activity volcano plots, we obtained the limiting overpotentials of TMN4@G system with the values of 0.26 V for OER and 0.24 V for ORR. These findings open up new opportunities for further exploring graphene-based materials for highly efficient OER/ORR electrocatalysts.","petroleum substitutes; energygy supply; conversion and storage, fluidex; related topics, energy, chemistry","Fuel Technology, Energy Engineering and Power Technology, Energy (miscellaneous), Electrochemistry"
"Electrocolorimetric gel-based sensing approach for simultaneous extraction, preconcentration, and detection of iodide and chromium (VI) ions","Sahragard A., Alahmad W., Varanusupakul P.",2021-12-01,"Agarose, Agarose gel, Analytes, Colorimetric reagents, Electrocolorimetric sensing approach, Electromembrane extractions, Gel compositions, Gel-based, Green-chemistry, Iodide and chromium, Agarose gel, Electrocolorimetric sensing approach, Electromembrane extraction, Green chemistry, Iodide and chromium","A total integrated electrocolorimetric sensing approach consisting of gel-based electromembrane extraction and colorimetric detection in a one-step process was developed. This system was designed using colorimetric reagents preadded to the agarose gel for the determination of the following two model analytes: iodide and hexavalent chromium [Cr(VI)]. In this system, when a voltage was applied, the analytes were extracted and transferred from the sample solution (donor phase) to the gel (acceptor phase). The analytes then simultaneously reacted with the colorimetric reagents inside the gel, yielding blue and violet colors for iodide and Cr(VI), respectively. These colors were then analyzed using a portable spectrometer and could also be distinguished with the naked eye. Parameters affecting the extraction efficiency were studied and optimized for both analytes. The gel composition for iodide detection was 4% (w/v) agarose, 5% (v/v) H2O2, and 1% (w/v) starch in 2 mM HCl. The gel composition for Cr(VI) detection was 2% (w/v) agarose and 1% (w/v) DPC in 0.5 mM HNO3. Both analytes were extracted at an applied potential of 50 V, an extraction time of 15 min and a stirring rate of 600 rpm. Under the optimized conditions, the developed systems provided linear responses within 15 min for iodide concentrations ranging from 50 to 250 μg L−1 with a detection limit of 18 μg L−1 and for Cr(VI) concentrations ranging from 30 to 125 μg L−1 with a detection limit of 5 μg L−1. Finally, these systems were successfully applied to the determination of iodide in iodide food supplement samples and Cr(VI) in drinking water samples, showing a negligible matrix effect. This integration could also be extended to other analytes and detection systems to develop sensitive, on-site, and environmentally friendly sensing approaches.",chemistry,Analytical Chemistry
Cyclodextrin-based formulation of carbonic anhydrase inhibitors for ocular delivery – A review,"Jansook P., Hnin H.M., Loftsson T., Stefansson E.",2021-09-05,"Administration, Topical, Carbonic Anhydrase Inhibitors, Cyclodextrins, Glaucoma, Humans, Intraocular Pressure, Sulfonamides, Carbonic anhydrase inhibitor, Cyclodextrin, Glaucoma, Intraocular pressure, Nanocarrier, Solubilization","Carbonic anhydrase inhibitors (CAIs) are used as systemic and topical agents for lowering intraocular pressure (IOP) in patients with glaucoma. Owing to the wide distribution of CAs and their physiological functions in various tissues, systemic administration of CAIs may lead to unwanted side effects. Thus, exploration of drugs targeting the specific CA isoenzyme in ocular tissues and application of the same as topical eye drops would be desirable. However, the anatomical and physiological barriers of the eyes can limit drug availability at the site. The very low aqueous solubility of CAI agents can further hamper drug bioavailability, consequently resulting in insufficient therapeutic efficacy. Solubilization of drugs using cyclodextrin (CD) complexes can enhance both solubility and permeability of the drugs. The use of CD for such purposes and development and testing of topical CAI eye drops containing CD have been discussed in detail. Further, pharmaceutical nanotechnology platforms were discussed in terms of investigation of their IOP-lowering efficacies. Future prospects in drug discovery and the use of CD nanoparticles and CD-based nanocarriers to develop potential topical CAI formulations have also been described here.",pharmacology,Pharmaceutical Science
Using machine learning-based analytics of daily activities to identify modifiable risk factors for falling in Parkinson's disease,"Panyakaew P., Pornputtapong N., Bhidayasiri R.",2021-01-01,"Accidental Falls, Activities of Daily Living, Age Factors, Aged, Antiparkinson Agents, Female, Humans, Male, Middle Aged, Models, Theoretical, Parkinson Disease, Postural Balance, Prognosis, Risk Assessment, Risk Factors, Severity of Illness Index, Supervised Machine Learning, Activities-specific balance confidence scale, Fall prediction, Fear of falling, Machine-learning, Parkinson's disease","Background: Although risk factors that lead to falling in Parkinson's disease (PD) have been previously studied, the established predictors are mostly non-modifiable. A novel method for fall risk assessment may provide more insight into preventable high-risk activities to reduce future falls. Objectives: To explore the prediction of falling in PD patients using a machine learning-based approach. Method: 305 PD patients, with or without a history of falls within the past month, were recruited. Data including clinical demographics, medications, and balance confidence, scaled by the 16-item Activities-Specific Balance Confidence Scale (ABC-16), were entered into the supervised machine learning models using XGBoost to explore the prediction of fallers/recurrent fallers in two separate models. Results: 99 (32%) patients were fallers and 58 (19%) were recurrent fallers. The accuracy of the model to predict falls was 72% (p = 0.001). The most important factors were item 7 (sweeping the floor), item 5 (reaching on tiptoes), and item 12 (walking in a crowded mall) in the ABC-16 scale, followed by disease stage and duration. When recurrent falls were analysed, the models had higher accuracy (81%, p = 0.02). The strongest predictors of recurrent falls were item 12, 5, and 10 (walking across parking lot), followed by disease stage and current age. Conclusion: Our machine learning-based study demonstrated that predictors of falling combined demographics of PD with environmental factors, including high-risk activities that require cognitive attention and changes in vertical and lateral orientations. This enables physicians to focus on modifiable factors and appropriately implement fall prevention strategies for individual patients.","neuroscience, medical","Neurology, Geriatrics and Gerontology, Neurology (clinical)"
CO2 hydrogenation over FSP-made iron supported on cerium modified alumina catalyst,"Piriyasurawong K., Panpranot J., Mekasuwandumrong O., Praserthdam P.",2021-09-01,"Catalyst surfaces, Catalytic performance, Catalytic properties, CO2 hydrogenation, Fe-based catalysts, Hydrocarbon formation, Impregnation methods, Modified alumina, Ce, CO2 hydrogenation, Fe based catalyst, Flame spray pyrolysis","Nanocrystalline Fe/Al2O3 and Fe/Ce-Al2O3 catalysts have been synthesized by using one-step flame spray pyrolysis technique (FSP). For comparison purposes, the similar catalysts were also prepared by the conventional impregnation method. The FSP-made Fe/Al2O3 and Fe/Ce-Al2O3 with 3 and 5 wt % Ce exhibited the crystal structure mainly of FeAl2O4 spinel phase and small trace of alumina without the presence of other phases such as iron oxide or cerium oxide phases. However, addition of 7 wt % Ce, the additional peaks of both CeO2 and Fe2O3 were observed. The XPS and TPR results suggest the presence of Fe2O3 cluster on the FSP-made catalyst surface. The catalytic performance of the FSP-made catalysts in terms of both CO2 reaction rate and selectivity to hydrocarbon were much better than those prepared by impregnation method. Addition of Ce also promoted the CO2 hydrogenation rate and hydrocarbon selectivity. Improvement of catalytic properties of FSP-made catalysts was probably due to the high interaction of Fe and Al2O3, which led to the high dispersion of Fe2O3 on catalyst surface. Addition of Ce promoted the formation of iron carbide, which was the active site for hydrocarbon formation, however, excessive amount of Ce doping could resulted in the coverage of the active sites, resulting in the decrease of catalytic performances.","fluidex; related topics, coastal engineering, chemistry","Catalysis, Chemistry (all)"
Scatter-to- primary ratio in dentomaxillofacial cone-beam ct: Effect of field of view and beam energy,"Pauwels R., Pittayapat P., Sinpitaksakul P., Panmekiate S.",2021-01-01,"Adult, Cone-Beam Computed Tomography, Humans, Jaw, Male, Mandible, Phantoms, Imaging, X-Rays, computer-assisted image analysis, cone-beam computed tomography, dentistry, image quality enhancement, radiation protection","Objective: The aim of this study was to evaluate the effect of field of view (FOV) and beam energy on the scatter-to- primary ratio (SPR) in dental cone-beam CT (CBCT). Methods: An anthropomorphic phantom representing an adult male (ATOM Max 711-HN, Norfolk, VA, USA) was scanned using the 3D Accuitomo 170 CBCT (J. Morita, Kyoto, Japan) using 11 FOVs. During each scan, half of the X-ray beam was blocked. Each scan was performed at three exposure settings with varying beam energy and equal radiation dose: 90 kV 5 mA, 77 kV 7.5 mA and 69 kV 10 mA. The SPR was estimated by measuring the grey values in the blocked and non-blocked regions of the RAW data. The effect of FOV on SPR was evaluated using Dunn's multiple comparison test, and the effect of the exposure settings was compared using a Wilcoxon signed rank test. Results: Larger FOVs showed increased scatter. FOVs with a shorter isocenter-detector distance showed a particularly high SPR. Most intercomparisons between FOVs were statistically significant. The largest difference was found between 17 × 12 cm and 6 × 6 cm (lower jaw), with the former showing a 4.9-fold higher SPR. The effect of beam energy was relatively small and varied between FOV sizes and positions. Conclusion: While the choice of FOV size and position is determined by the diagnostic region of interest, the image quality deterioration for large FOVs due to scatter provides another incentive to limit the FOV size as much as possible.","medical, dentistry","Otorhinolaryngology, Radiology, Nuclear Medicine and Imaging, Dentistry (all)"
A phosphorus integrated strategy for supercapacitor: 2D black phosphorus–doped and phosphorus-doped materials,"Shaikh J.S., Shaikh N.S., Sabale S., Parveen N., Patil S.P., Mishra Y.K., Kanjanaboos P., Praserthdam S., Lokhande C.D.",2021-08-01,"Design and Development, Electrical conductivity, Electrochemical activities, Electrochemical performance, High carrier mobility, Integrated strategy, Supercapacitor application, Top down approaches, 2D black phosphorus, Asymmetric supercapacitor, Phosphorus doped materials, Symmetric supercapacitor","In the design and development of energy storage devices, two main factors are considered first high electrochemical performances and second low-cost materials. Phosphorus owns excellent properties such as high carrier mobility, tunable bandgap, anisotropic electronic properties, hydrophilicity, biocompatibility, good electrochemical activity, and high surface area. The interlayer distance of black phosphorus (BP) (0.55 nm) is higher than that of graphene which makes facile ion transportation for supercapacitor application. The phosphorus-based electrode obtained with top-down approaches such as exfoliation and bottom-up approach such as pulsed laser deposition. The BP has been investigated due to its small electronegativity of P which is beneficial to improve the electrical conductivity of the electrode and its abundance nature makes it a desirable candidate for the fabrication of low-cost device. Hence, this review covers the new BP material as the advanced materials for the commercial realization of advanced supercapacitors. This is the first review on phosphorus integrated supercapacitor devices. This review will give a brief idea about BP to researchers in search of outstanding supercapacitor configurations with different electrodes and electrolytes.","fluidex; related topics, coastal engineering, Materials Science","Catalysis, Electronic, Optical and Magnetic Materials, Biomaterials, Polymers and Plastics, Colloid and Surface Chemistry, Materials Chemistry"
Enhanced α-olefins selectivity by promoted CO adsorption on ZrO2@FeCu catalyst,"Guo X., Guo L., Cui Y., Vitidsant T., Reubroycharoen P., Liu G., Wu J., Yoneyama Y., Yang G., Tsubaki N.",2021-09-01,"Bimetallic oxides, Catalytic performance, Characterization techniques, Nano sized, Precipitation methods, Structure-function relationship, Wetness impregnation, ZrO2, Bimetallic oxide, Fischer-Tropsch synthesis, Nano-sized capsule, ZrO2, α-olefins","The Fischer-Tropsch (FT) synthesis, as an alternative route to produce high-quality liquid fuels and chemicals, has received considerable attention in recent years. In this work, a nano-sized capsule catalyst (ZrO2@FeCu) with ZrO2 as a core and FeCu bimetallic oxide as a shell was fabricated by urea hydrolysis method. For comparison, FeCu@ZrO2 capsule catalyst was synthesized by the sequential precipitation method. FeCu + ZrO2 reference catalyst was obtained by physically mixing of FeCu and ZrO2 samples. Besides, these catalysts with potassium (K) modification were realized by wetness impregnation method, and the catalysts are denoted as ZrO2@FeCu-K, FeCu@ZrO2-K, and FeCu + ZrO2-K, respectively. The structure-function relationship of the obtained catalysts was systematically clarified by means of a series of characterization techniques, such as BET, XRD, H2-TPR, CO-TPD, XPS, SEM and EDS mapping. Among these catalysts after reduction, ZrO2@FeCu-K exhibited the most excellent catalytic performance with 97 % CO conversion and 49 % α-olefins selectivity by promoted CO adsorption.","fluidex; related topics, coastal engineering, chemistry","Catalysis, Chemistry (all)"
